370813	ot_102	
425436	ot_102	
501889	ot_102	
3597154	ot_102	
874353	ot_102	
3597153	ot_102	
1057044	ot_104	
1085739	ot_104	
651474	ot_104	
90560	ot_104	
1057518	ot_104	
245304	ot_106	
989927	ot_106	
98133	ot_106	
565122	ot_106	
823696	ot_106	
366275	ot_106	
366265	ot_106	
993179	ot_106	
243482	ot_106	
891210	ot_106	
781440	ot_106	
1043510	ot_106	
105434	ot_106	
1031307	ot_106	
5266899	ot_110	
931169	ot_110	
5266900	ot_110	
5266897	ot_110	
5266898	ot_110	
410713	ot_110	
256338	ot_110	
256332	ot_110	
410709	ot_110	
410726	ot_110	
936546	ot_110	
936543	ot_110	
360884	ot_110	
931164	ot_110	
5266896	ot_110	
931158	ot_110	
795151	ot_112	
71182	ot_112	
797146	ot_112	
3595853	ot_112	
759417	ot_112	
484897	ot_112	
586262	ot_112	
273716	ot_112	
1031972	ot_112	
323630	ot_112	
797144	ot_112	
529887	ot_112	
529889	ot_112	
529892	ot_112	
378822	ot_112	
609788	ot_112	
323626	ot_112	
323632	ot_112	
273719	ot_112	
586272	ot_112	
500660	ot_112	
586257	ot_112	
586267	ot_112	
65399	ot_112	
946976	ot_112	
65387	ot_112	
534806	ot_112	
3595879	ot_112	
609785	ot_112	
842854	ot_116	
799262	ot_116	
794579	ot_116	
799259	ot_116	
496495	ot_116	
1072270	ot_116	
1065606	ot_116	
254541	ot_116	
944695	ot_116	
427150	ot_116	
98069	ot_116	
546089	ot_116	
1072145	ot_116	
1016849	ot_116	
462552	ot_116	
332071	ot_116	
178693	ot_116	
332039	ot_116	
226995	ot_116	
381785	ot_116	
381775	ot_116	
332037	ot_116	
533374	ot_116	
933120	ot_116	
971549	ot_116	
277290	ot_116	
440408	ot_116	
735586	ot_116	
546098	ot_116	
509850	ot_116	
1052339	ot_116	
1052340	ot_116	
1060752	ot_116	
1023137	ot_116	
951079	ot_116	
509846	ot_116	
395192	ot_116	
116528	ot_116	
178674	ot_116	
752976	ot_116	
116522	ot_116	
427903	ot_116	
749477	ot_116	
116538	ot_116	
395196	ot_116	
395194	ot_116	
273899	ot_116	
509065	ot_116	
1021960	ot_116	
971551	ot_116	
546095	ot_116	
3595669	ot_116	
445326	ot_116	
514178	ot_116	
509853	ot_116	
381747	ot_116	
4801	ot_116	
971547	ot_116	
402453	ot_116	
971543	ot_116	
971545	ot_116	
4131247	ot_116	
621249	ot_116	
424112	ot_116	
851808	ot_116	
4802	ot_116	
4806	ot_116	
178680	ot_116	
570960	ot_116	
921071	ot_116	
475894	ot_116	
1027761	ot_116	
4792	ot_116	
851813	ot_116	
767828	ot_116	
218920	ot_116	
1086556	ot_116	
271293	ot_116	
546103	ot_116	
1021966	ot_116	
788568	ot_116	
218922	ot_116	
277288	ot_116	
277291	ot_116	
921080	ot_116	
445330	ot_116	
