id	replacement
3446010	903632
3787658	436248
3446441	843419
3446464	843415
146290	4038794
836718	376655
3787475	432126
3446706	300146
3787740	962111
3445972	715638
3445967	903642
3445964	1078851
3445996	715640
3445997	903627
478596	3356165
3875977	779699
3875908	514422
3875903	147207
3875753	1055493
3606127	620267
3875547	784055
3875570	171161
5123299	985452
3875466	4725015
3875356	754170
5123478	835869
342533	4946128
3950307	180185
3950315	33563
3605888	526771
881978	930840
4701039	501950
3874342	231069
3874260	779698
3874262	231063
3874582	208240
3874400	1033196
3874401	171167
3874786	754176
3874627	129091
3874986	69679
3442039	273463
3874828	498546
3951247	781325
3951235	271624
3951090	253525
3951073	4731006
3951084	4731002
3951429	1901
3951343	781328
3785677	724034
3951678	1903
3785501	522980
5171413	4778202
3785483	11440
3873913	274541
3785329	294821
3785325	664016
3785341	355263
3785339	664018
3785331	664025
3785335	664017
3785248	657266
3785209	197097
3785113	1008981
3785103	664019
3785047	392837
3604197	1041420
3388859	304270
3873291	548238
3873263	222022
4202129	1034447
3950473	5148368
3950490	4730992
3950501	607033
3950586	142002
3950552	923692
3950614	184343
3950699	923702
3950732	829776
3950877	53972
4460623	336518
3950910	1003310
3950900	172902
3950904	456011
475392	408858
4617274	1096203
3951898	700292
3951897	800618
3951899	30273
3951894	1035418
3951891	708447
3951872	30288
3951874	708453
3951875	297744
3951876	30292
3951884	30286
3951888	700282
3951880	557292
5092003	85550
884138	396907
3951974	51649
3951971	712097
3951980	137887
3951987	460495
3951985	573907
3951986	228005
3951984	137873
3951982	455303
3951990	455301
3951995	441720
3951996	534202
3951901	226531
3951902	708449
3951904	708443
3951905	700288
3951908	708451
3951922	729926
3951923	455289
3951914	137871
3951913	172906
3951909	30294
3951948	441712
3951947	12922
3951944	455269
3951935	137885
3951933	30275
3951967	1023267
3951963	278497
3951951	176998
3872225	237479
5047226	160563
3872004	188525
3872153	608841
5092504	347468
2850677	2916
5092994	222411
4674673	672292
4674670	814028
3952017	573913
3952012	228024
3952009	278491
3952006	725725
3952003	934515
3952001	534196
3952139	12915
3952136	762662
3952131	997802
3952130	1076043
3952128	1039114
3952129	534206
3952125	997788
3952113	802057
3952114	126196
3952117	455305
3952110	534210
3952104	802044
3952105	986937
3952107	573897
3952101	305236
3952084	513871
3952086	712095
3952088	997800
3952087	510728
3952093	1055118
3952096	534198
3952066	1074354
3952065	455311
3952067	729940
3952063	126198
3952069	226519
3952076	997810
3952075	1037214
3952073	639032
3952042	455286
3952043	343553
3952046	997796
3952047	997794
3952049	228003
3952051	534200
3952057	451525
3952054	534192
3952055	934513
3952021	176996
3952020	12919
3952027	278495
3952034	712106
3952033	137883
3952031	729944
3952038	712093
921927	451742
3872549	442287
3872402	974088
3825720	906729
3952890	245570
3952875	84505
3952940	1026760
3952179	517967
3952172	729942
3952174	551449
3952173	51654
3952176	800616
3952169	762656
3952166	259768
3952157	460486
3952155	471296
3952152	51647
3952151	984905
3952149	551451
3952146	87706
3952147	12924
3952141	819825
3952199	177000
3952196	167302
3952188	278493
3952186	997812
3952182	534204
3952181	77668
3952205	1055114
3952207	802051
3952208	305291
3952217	278501
3952215	87846
3952241	167300
3952249	997804
3952246	436615
3952245	12913
3952254	573911
3952255	729933
3952252	510724
3952259	126201
3952256	751381
3952221	87701
3952224	881530
3952223	226517
3952226	137881
3952225	510726
3952229	884996
3952237	762658
3952234	228012
3952276	593499
3952265	51658
3952263	997798
3952304	154744
3952305	177167
3952312	176908
3387023	64511
3825303	51753
3952434	104154
3952432	757415
3952547	1069542
3952535	318506
100646	3037185
4743969	4743063
756097	3599414
5091298	751155
3900063	107904
77390	3938639
2851814	203828
2851890	892319
2851866	203832
2851852	878094
3871607	84605
3871655	4725000
3953280	526124
3953282	446032
3953295	367886
3953236	347844
3953245	779746
3953241	779748
3953267	52300
3953264	349814
3953265	446022
3871532	352605
3871520	24913
3871576	254667
3871598	610045
3953351	28005
3953098	506849
3953002	527211
3953220	518612
3953223	123269
3953222	518614
3953227	154348
3953215	870079
3871700	84589
3871731	4725002
3871785	90004
3871787	728869
3871786	137856
3871783	712114
3871260	1000778
3871403	747008
4615436	4652170
3824168	963198
3824135	265242
3824170	191151
2852455	806977
2852339	878088
4742666	354916
3524449	561892
4672126	321794
4672240	590164
2852878	77198
3901389	158239
3901236	587703
886467	4655387
3901018	517080
3901073	1060077
3901066	549598
3901097	323163
4115781	746787
3870187	886504
3827308	4102141
3954026	426735
3870018	158098
3870037	4026
3954107	281777
3900210	477888
3954253	422930
3954230	176050
3954229	954607
3827027	465055
3827099	709726
3827741	4102141
3954355	258385
3900777	983449
3900790	209550
3900792	29907
3870568	46477
3900803	681585
3900806	28440
3870516	480646
3954439	372496
3954472	1049846
3954479	987547
3870436	563686
3870408	1056951
3827522	368136
3954577	983517
3954597	1013959
3954615	233955
3870204	109761
3954965	31907
3954964	5148407
3870854	762333
3870852	466176
3870861	151772
3870860	164945
3954931	501953
3954953	325178
3053555	5227592
3870750	716605
472752	3907843
3870791	681685
3827940	317441
3827949	805971
3827965	1044317
3870811	4439
3870808	4452
3870847	151758
3870844	730784
3870631	859605
102622	3503169
5044968	509300
3053941	5227567
5044975	657570
