name	|	uid	|	type	|	uniqname	|	sourceinfo	|	
Chrysothamnus linifolius	|	217579	|	synonym	|	Chrysothamnus linifolius (synonym for Lorandersonia linifolia)	|	ncbi:217579	|	
Chrysothamnus baileyi	|	217574	|	synonym	|	Chrysothamnus baileyi (synonym for Lorandersonia baileyi)	|	ncbi:217574	|	
Tonestus peirsonii	|	217610	|	synonym	|	Tonestus peirsonii (synonym for Lorandersonia peirsonii)	|	ncbi:217610	|	
Chrysothamnus spathulatus	|	217582	|	synonym	|	Chrysothamnus spathulatus (synonym for Lorandersonia spathulata)	|	ncbi:217582	|	
Isocoma wrightii	|	71060	|	synonym	|	Isocoma wrightii (synonym for Isocoma pluriflora)	|	ncbi:71060	|	
Ericameria greenei	|	217577	|	synonym	|	Ericameria greenei (synonym for Chrysothamnus greenei)	|	ncbi:217577	|	
Hesperodoria scopulorum	|	217595	|	synonym	|	Hesperodoria scopulorum (synonym for Chrysothamnus scopulorum)	|	ncbi:217595	|	
Vanclevea stylosa	|	71099	|	synonym	|	Vanclevea stylosa (synonym for Chrysothamnus stylosus)	|	ncbi:71099	|	
Haplopappus gracilis	|	71070	|	synonym	|	Haplopappus gracilis (synonym for Xanthisma gracile)	|	ncbi:71070	|	
Machaeranthera gracilis	|	71070	|	synonym	|	Machaeranthera gracilis (synonym for Xanthisma gracile)	|	ncbi:71070	|	
Machaeranthera coloradoensis	|	71068	|	synonym	|	Machaeranthera coloradoensis (synonym for Xanthisma coloradoense)	|	ncbi:71068	|	
Machaeranthera stenoloba	|	71077	|	synonym	|	Machaeranthera stenoloba (synonym for Xanthisma stenolobum)	|	ncbi:71077	|	
Aster gymnocephalus	|	71071	|	synonym	|	Aster gymnocephalus (synonym for Xanthisma gymnocephalum)	|	ncbi:71071	|	
Eriocarpum gymnocephalum	|	71071	|	synonym	|	Eriocarpum gymnocephalum (synonym for Xanthisma gymnocephalum)	|	ncbi:71071	|	
Haplopappus gymnocephalus	|	71071	|	synonym	|	Haplopappus gymnocephalus (synonym for Xanthisma gymnocephalum)	|	ncbi:71071	|	
Machaeranthera gymnocephala	|	71071	|	synonym	|	Machaeranthera gymnocephala (synonym for Xanthisma gymnocephalum)	|	ncbi:71071	|	
Machaeranthera viscida	|	71080	|	synonym	|	Machaeranthera viscida (synonym for Xanthisma viscidum)	|	ncbi:71080	|	
Machaeranthera grindelioides	|	196517	|	synonym	|	Machaeranthera grindelioides (synonym for Xanthisma grindelioides)	|	ncbi:196517	|	
Haplopappus rhizomatus	|	608513	|	synonym	|	Haplopappus rhizomatus (synonym for Xanthisma rhizomatum)	|	ncbi:608513	|	
Machaeranthera pinnatifida	|	71075	|	synonym	|	Machaeranthera pinnatifida (synonym for Xanthisma spinulosum)	|	ncbi:71075	|	
Machaeranthera crutchfieldii	|	71069	|	synonym	|	Machaeranthera crutchfieldii (synonym for Xanthisma crutchfieldii)	|	ncbi:71069	|	
Haplopappus blephariphyllus	|	71066	|	synonym	|	Haplopappus blephariphyllus (synonym for Xanthisma blephariphyllum)	|	ncbi:71066	|	
Machaeranthera blephariphylla	|	71066	|	synonym	|	Machaeranthera blephariphylla (synonym for Xanthisma blephariphyllum)	|	ncbi:71066	|	
Xanthisma blephariphylla	|	71066	|	synonym	|	Xanthisma blephariphylla (synonym for Xanthisma blephariphyllum)	|	ncbi:71066	|	
Brachyscome latisquamea	|	523974	|	synonym	|	Brachyscome latisquamea (synonym for Pembertonia latisquamea)	|	ncbi:523974	|	
Miyamayomena piccolii	|	1196492	|	synonym	|	Miyamayomena piccolii (synonym for Aster piccolii)	|	ncbi:1196492	|	
Kalimeris incisa	|	1196483	|	synonym	|	Kalimeris incisa (synonym for Aster incisus)	|	ncbi:1196483	|	
Heteropappus altaicus	|	983245	|	synonym	|	Heteropappus altaicus (synonym for Aster altaicus)	|	ncbi:983245	|	
Heteropappus alticus	|	983245	|	misspelling	|	Heteropappus alticus (synonym for Aster altaicus)	|	ncbi:983245	|	
Heteropappus semiprostratus	|	983245	|	synonym	|	Heteropappus semiprostratus (synonym for Aster altaicus)	|	ncbi:983245	|	
Aster alpines	|	669631	|	misspelling	|	Aster alpines (synonym for Aster alpinus)	|	ncbi:669631	|	
Heteropappus hispidus	|	616994	|	synonym	|	Heteropappus hispidus (synonym for Aster hispidus)	|	ncbi:616994	|	
Miyamayomena savatieri	|	1564203	|	synonym	|	Miyamayomena savatieri (synonym for Aster savatieri)	|	ncbi:1564203	|	
Bellidastrum bellidiastrum	|	191233	|	synonym	|	Bellidastrum bellidiastrum (synonym for Aster bellidiastrum)	|	ncbi:191233	|	
Bellidastrum michelii	|	191233	|	misspelling	|	Bellidastrum michelii (synonym for Aster bellidiastrum)	|	ncbi:191233	|	
Bellidiastrum michelii	|	191233	|	synonym	|	Bellidiastrum michelii (synonym for Aster bellidiastrum)	|	ncbi:191233	|	
Aster trinervius subsp. ageratoides	|	714451	|	synonym	|	Aster trinervius subsp. ageratoides (synonym for Aster ageratoides)	|	ncbi:714451	|	
Eurybia integrifolia	|	481919	|	synonym	|	Eurybia integrifolia (synonym for Aster integrifolius)	|	ncbi:481919	|	
Aster pseudoglehni	|	1544655	|	synonym	|	Aster pseudoglehni (synonym for Aster pseudoglehnii)	|	ncbi:1544655	|	
Arctogeron gramineum	|	1196457	|	synonym	|	Arctogeron gramineum (synonym for Aster gramineus)	|	ncbi:1196457	|	
Heteropappus crenatifolius	|	1196469	|	synonym	|	Heteropappus crenatifolius (synonym for Aster crenatifolius)	|	ncbi:1196469	|	
Aster bakeranus	|	379202	|	synonym	|	Aster bakeranus (synonym for Aster bakerianus)	|	ncbi:379202	|	
Kalimeris indica	|	415155	|	synonym	|	Kalimeris indica (synonym for Aster indicus)	|	ncbi:415155	|	
Miyamayomena simplex	|	1196846	|	synonym	|	Miyamayomena simplex (synonym for Aster pseudosimplex)	|	ncbi:1196846	|	
Kalimeris smithianus	|	1196498	|	synonym	|	Kalimeris smithianus (synonym for Aster smithianus)	|	ncbi:1196498	|	
Doellingeria scaber	|	385370	|	misspelling	|	Doellingeria scaber (synonym for Aster scaber)	|	ncbi:385370	|	
Doellingeria scabra	|	385370	|	synonym	|	Doellingeria scabra (synonym for Aster scaber)	|	ncbi:385370	|	
Doellingeria sekimotoi	|	385371	|	synonym	|	Doellingeria sekimotoi (synonym for Aster sekimotoi)	|	ncbi:385371	|	
Aster lavanduliifolius	|	1196485	|	misspelling	|	Aster lavanduliifolius (synonym for Aster lavandulifolius)	|	ncbi:1196485	|	
Doellingeria rugulosa	|	385372	|	synonym	|	Doellingeria rugulosa (synonym for Aster rugulosus)	|	ncbi:385372	|	
Aster verticillatum	|	191245	|	misspelling	|	Aster verticillatum (synonym for Aster verticillatus)	|	ncbi:191245	|	
Rhynchospermum verticillatum	|	191245	|	synonym	|	Rhynchospermum verticillatum (synonym for Aster verticillatus)	|	ncbi:191245	|	
Aster holophyllus	|	72945	|	synonym	|	Aster holophyllus (synonym for Aster pekinensis)	|	ncbi:72945	|	
Kalimeris integrifolia	|	72945	|	synonym	|	Kalimeris integrifolia (synonym for Aster pekinensis)	|	ncbi:72945	|	
Turczaninovia fastigiata	|	1196476	|	synonym	|	Turczaninovia fastigiata (synonym for Aster fastigiatus)	|	ncbi:1196476	|	
Brachycome cardiocarpa	|	315917	|	synonym	|	Brachycome cardiocarpa (synonym for Allittia cardiocarpa)	|	ncbi:315917	|	
Brachyscome cardiocarpa	|	315917	|	synonym	|	Brachyscome cardiocarpa (synonym for Allittia cardiocarpa)	|	ncbi:315917	|	
Erigeron nitidus	|	199238	|	synonym	|	Erigeron nitidus (synonym for Pappochroma nitidum)	|	ncbi:199238	|	
Pappochroma nitidus	|	199238	|	misspelling	|	Pappochroma nitidus (synonym for Pappochroma nitidum)	|	ncbi:199238	|	
Hullsia argyllicola	|	1231678	|	misspelling	|	Hullsia argyllicola (synonym for Hullsia argillicola)	|	ncbi:1231678	|	
Psychrogeton cabulicum	|	1611317	|	synonym	|	Psychrogeton cabulicum (synonym for Psychrogeton cabulicus)	|	ncbi:1611317	|	
Asterothamnus centrali-asiaticus	|	1196506	|	synonym	|	Asterothamnus centrali-asiaticus (synonym for Asterothamnus centraliasiaticus)	|	ncbi:1196506	|	
Astherothamnus heteropappoides	|	1591262	|	misspelling	|	Astherothamnus heteropappoides (synonym for Asterothamnus heteropappoides)	|	ncbi:1591262	|	
Astherothamnus poliifolius	|	1591263	|	misspelling	|	Astherothamnus poliifolius (synonym for Asterothamnus poliifolius)	|	ncbi:1591263	|	
Brachycome gracilis	|	315921	|	synonym	|	Brachycome gracilis (synonym for Brachyscome gracilis)	|	ncbi:315921	|	
Brachycome leptocarpa	|	315923	|	synonym	|	Brachycome leptocarpa (synonym for Brachyscome leptocarpa)	|	ncbi:315923	|	
Brachycome campylocarpa	|	315916	|	synonym	|	Brachycome campylocarpa (synonym for Brachyscome campylocarpa)	|	ncbi:315916	|	
Brachysome campylocarpa	|	315916	|	misspelling	|	Brachysome campylocarpa (synonym for Brachyscome campylocarpa)	|	ncbi:315916	|	
Brachycome aculeata	|	46668	|	synonym	|	Brachycome aculeata (synonym for Brachyscome aculeata)	|	ncbi:46668	|	
Brachycome tesquorum	|	315930	|	synonym	|	Brachycome tesquorum (synonym for Brachyscome tesquorum)	|	ncbi:315930	|	
Brachycome curvicarpa	|	46672	|	synonym	|	Brachycome curvicarpa (synonym for Brachyscome curvicarpa)	|	ncbi:46672	|	
Brachycome decipiens	|	305701	|	synonym	|	Brachycome decipiens (synonym for Brachyscome decipiens)	|	ncbi:305701	|	
Brachycome exilis	|	315919	|	synonym	|	Brachycome exilis (synonym for Brachyscome exilis)	|	ncbi:315919	|	
Brachycome parvula	|	315925	|	synonym	|	Brachycome parvula (synonym for Brachyscome parvula)	|	ncbi:315925	|	
Brachycome rigidula	|	315928	|	synonym	|	Brachycome rigidula (synonym for Brachyscome rigidula)	|	ncbi:315928	|	
Brachycome smithwhitei	|	315929	|	synonym	|	Brachycome smithwhitei (synonym for Brachyscome smithwhitei)	|	ncbi:315929	|	
Brachycome radicans	|	315927	|	synonym	|	Brachycome radicans (synonym for Brachyscome radicans)	|	ncbi:315927	|	
Brachycome procumbens	|	315926	|	synonym	|	Brachycome procumbens (synonym for Brachyscome procumbens)	|	ncbi:315926	|	
Brachycome tetrapterocarpa	|	46673	|	synonym	|	Brachycome tetrapterocarpa (synonym for Brachyscome tetrapterocarpa)	|	ncbi:46673	|	
Brachycome melanocarpa	|	315924	|	synonym	|	Brachycome melanocarpa (synonym for Brachyscome melanocarpa)	|	ncbi:315924	|	
Brachycome dentata	|	46669	|	synonym	|	Brachycome dentata (synonym for Brachyscome dentata)	|	ncbi:46669	|	
Brachycome cilaris	|	119770	|	misspelling	|	Brachycome cilaris (synonym for Brachyscome ciliaris)	|	ncbi:119770	|	
Brachycome ciliaris	|	119770	|	synonym	|	Brachycome ciliaris (synonym for Brachyscome ciliaris)	|	ncbi:119770	|	
Brachycome formosa	|	46667	|	synonym	|	Brachycome formosa (synonym for Brachyscome formosa)	|	ncbi:46667	|	
Brachycome breviscapis	|	315913	|	synonym	|	Brachycome breviscapis (synonym for Brachyscome breviscapis)	|	ncbi:315913	|	
Brachycome goniocarpa	|	315920	|	synonym	|	Brachycome goniocarpa (synonym for Brachyscome goniocarpa)	|	ncbi:315920	|	
Brachycome basaltica	|	381982	|	synonym	|	Brachycome basaltica (synonym for Brachyscome basaltica)	|	ncbi:381982	|	
Brachycome angustifolia	|	315915	|	synonym	|	Brachycome angustifolia (synonym for Brachyscome angustifolia)	|	ncbi:315915	|	
Brachycome eriogona	|	46763	|	synonym	|	Brachycome eriogona (synonym for Brachyscome eriogona)	|	ncbi:46763	|	
Brachycome heterodonta	|	72905	|	synonym	|	Brachycome heterodonta (synonym for Brachyscome heterodonta)	|	ncbi:72905	|	
Brachycome chrysoglossa	|	46671	|	synonym	|	Brachycome chrysoglossa (synonym for Brachyscome chrysoglossa)	|	ncbi:46671	|	
Brachycome muelleri	|	46762	|	synonym	|	Brachycome muelleri (synonym for Brachyscome muelleri)	|	ncbi:46762	|	
Brachycome dichromosomatica	|	59900	|	synonym	|	Brachycome dichromosomatica (synonym for Brachyscome dichromosomatica)	|	ncbi:59900	|	
Brachycome lineariloba	|	315912	|	synonym	|	Brachycome lineariloba (synonym for Brachyscome lineariloba)	|	ncbi:315912	|	
Brachycome iberidifolia	|	315922	|	synonym	|	Brachycome iberidifolia (synonym for Brachyscome iberidifolia)	|	ncbi:315922	|	
Peripleura hispidula	|	119783	|	synonym	|	Peripleura hispidula (synonym for Vittadinia hispidula)	|	ncbi:119783	|	
Peripleura bicolor	|	119781	|	synonym	|	Peripleura bicolor (synonym for Vittadinia bicolor)	|	ncbi:119781	|	
Peripleura sericea	|	119785	|	synonym	|	Peripleura sericea (synonym for Vittadinia sericea)	|	ncbi:119785	|	
Peripleura obovata	|	119784	|	synonym	|	Peripleura obovata (synonym for Vittadinia obovata)	|	ncbi:119784	|	
Peripleura diffusa	|	119782	|	synonym	|	Peripleura diffusa (synonym for Vittadinia diffusa)	|	ncbi:119782	|	
Lagenifera pumila	|	174451	|	synonym	|	Lagenifera pumila (synonym for Lagenophora pumila)	|	ncbi:174451	|	
Lagenifera panamensis	|	72949	|	synonym	|	Lagenifera panamensis (synonym for Lagenophora panamensis)	|	ncbi:72949	|	
Lagenifera strangulata	|	493364	|	synonym	|	Lagenifera strangulata (synonym for Lagenophora strangulata)	|	ncbi:493364	|	
Lagenifera barkeri	|	1690495	|	synonym	|	Lagenifera barkeri (synonym for Lagenophora barkeri)	|	ncbi:1690495	|	
Lagenifera cuneata	|	493361	|	synonym	|	Lagenifera cuneata (synonym for Lagenophora cuneata)	|	ncbi:493361	|	
Lagenifera lanata	|	672806	|	synonym	|	Lagenifera lanata (synonym for Lagenophora lanata)	|	ncbi:672806	|	
Lagenifera stipitata	|	493362	|	synonym	|	Lagenifera stipitata (synonym for Lagenophora stipitata)	|	ncbi:493362	|	
Lagenifera montana	|	493363	|	synonym	|	Lagenifera montana (synonym for Lagenophora montana)	|	ncbi:493363	|	
Lagenophora stipitata var. montana	|	493363	|	synonym	|	Lagenophora stipitata var. montana (synonym for Lagenophora montana)	|	ncbi:493363	|	
Callistephus chinenis	|	13379	|	misspelling	|	Callistephus chinenis (synonym for Callistephus chinensis)	|	ncbi:13379	|	
Iotasperma sessilifolia	|	1231655	|	synonym	|	Iotasperma sessilifolia (synonym for Iotasperma sessilifolium)	|	ncbi:1231655	|	
Iotasperma sessilifolius	|	1231655	|	synonym	|	Iotasperma sessilifolius (synonym for Iotasperma sessilifolium)	|	ncbi:1231655	|	
Neobrachyctis roylei	|	1611328	|	misspelling	|	Neobrachyctis roylei (synonym for Neobrachyactis roylei)	|	ncbi:1611328	|	
Aster methodorus	|	1205699	|	synonym	|	Aster methodorus (synonym for Neobrachyactis anomala)	|	ncbi:1205699	|	
Brachyactis menthodora	|	1205699	|	synonym	|	Brachyactis menthodora (synonym for Neobrachyactis anomala)	|	ncbi:1205699	|	
Aster meyendorffii	|	1433371	|	synonym	|	Aster meyendorffii (synonym for Galatella meyendorffii)	|	ncbi:1433371	|	
Aster meyendorfii	|	1433371	|	misspelling	|	Aster meyendorfii (synonym for Galatella meyendorffii)	|	ncbi:1433371	|	
Crinitaria villosa	|	1196509	|	synonym	|	Crinitaria villosa (synonym for Galatella villosa)	|	ncbi:1196509	|	
Crinitina villosa	|	1196509	|	synonym	|	Crinitina villosa (synonym for Galatella villosa)	|	ncbi:1196509	|	
Galatella sedifolia subsp. dracunculoides	|	1591272	|	synonym	|	Galatella sedifolia subsp. dracunculoides (synonym for Galatella dracunculoides)	|	ncbi:1591272	|	
Aster linosyris	|	1155252	|	synonym	|	Aster linosyris (synonym for Galatella linosyris)	|	ncbi:1155252	|	
Chrysocoma linosyris	|	1155252	|	synonym	|	Chrysocoma linosyris (synonym for Galatella linosyris)	|	ncbi:1155252	|	
Crinitina linosyris	|	1155252	|	synonym	|	Crinitina linosyris (synonym for Galatella linosyris)	|	ncbi:1155252	|	
Linosyris vulgaris	|	1155252	|	synonym	|	Linosyris vulgaris (synonym for Galatella linosyris)	|	ncbi:1155252	|	
Brachyscome halophila	|	523993	|	synonym	|	Brachyscome halophila (synonym for Roebuckiella halophila)	|	ncbi:523993	|	
Brachyscome cheilocarpa	|	523999	|	synonym	|	Brachyscome cheilocarpa (synonym for Roebuckiella cheilocarpa)	|	ncbi:523999	|	
Brachycome ciliocarpa	|	315918	|	synonym	|	Brachycome ciliocarpa (synonym for Roebuckiella ciliocarpa)	|	ncbi:315918	|	
Brachyscome ciliocarpa	|	315918	|	synonym	|	Brachyscome ciliocarpa (synonym for Roebuckiella ciliocarpa)	|	ncbi:315918	|	
Brachyscome aff. cheilocarpa Watanabe 150	|	523997	|	equivalent name	|	Brachyscome aff. cheilocarpa Watanabe 150 (synonym for Roebuckiella aff. cheilocarpa Watanabe 150)	|	ncbi:523997	|	
Aster eremophilus	|	1196473	|	synonym	|	Aster eremophilus (synonym for Rhinactinidia eremophila)	|	ncbi:1196473	|	
Aster tripolium	|	74787	|	synonym	|	Aster tripolium (synonym for Tripolium pannonicum)	|	ncbi:74787	|	
Olearia muelleri	|	199260	|	synonym	|	Olearia muelleri (synonym for Olearia muellerii)	|	ncbi:199260	|	
Olearia cheesmanii	|	174453	|	synonym	|	Olearia cheesmanii (synonym for Olearia cheesemanii)	|	ncbi:174453	|	
Olearia nummularifolia	|	199263	|	synonym	|	Olearia nummularifolia (synonym for Olearia nummulariifolia)	|	ncbi:199263	|	
Eurybia persoonioides	|	1136928	|	synonym	|	Eurybia persoonioides (synonym for Olearia persoonioides)	|	ncbi:1136928	|	
Olearia stellulata var. lirata	|	199281	|	synonym	|	Olearia stellulata var. lirata (synonym for Olearia lirata)	|	ncbi:199281	|	
Olearia flocktonae	|	199251	|	synonym	|	Olearia flocktonae (synonym for Olearia flocktoniae)	|	ncbi:199251	|	
Olearia avicenniaefolia	|	1406374	|	synonym	|	Olearia avicenniaefolia (synonym for Olearia avicenniifolia)	|	ncbi:1406374	|	
Celmisa tomentella	|	199237	|	misspelling	|	Celmisa tomentella (synonym for Celmisia tomentella)	|	ncbi:199237	|	
Blakiella bartsiaefolia	|	381981	|	synonym	|	Blakiella bartsiaefolia (synonym for Blakiella bartsiifolia)	|	ncbi:381981	|	
Podocoma notobellidiastrum	|	72967	|	synonym	|	Podocoma notobellidiastrum (synonym for Exostigma notobellidiastrum)	|	ncbi:72967	|	
Podocoma rivularis	|	433497	|	synonym	|	Podocoma rivularis (synonym for Exostigma rivulare)	|	ncbi:433497	|	
Diplostephium rosmarinifolius	|	587520	|	synonym	|	Diplostephium rosmarinifolius (synonym for Diplostephium rosmarinifolium)	|	ncbi:587520	|	
Podocoma macrocephala	|	433488	|	synonym	|	Podocoma macrocephala (synonym for Asteropsis macrocephala)	|	ncbi:433488	|	
Hinterhubera colombica	|	382005	|	synonym	|	Hinterhubera colombica (synonym for Hinterhubera columbica)	|	ncbi:382005	|	
Hinterubera columbica	|	382005	|	misspelling	|	Hinterubera columbica (synonym for Hinterhubera columbica)	|	ncbi:382005	|	
Hinterubera lanuginosa	|	382008	|	misspelling	|	Hinterubera lanuginosa (synonym for Hinterhubera lanuginosa)	|	ncbi:382008	|	
Plagiocheilus solivaeformis	|	382042	|	synonym	|	Plagiocheilus solivaeformis (synonym for Plagiocheilus soliviformis)	|	ncbi:382042	|	
Parastrephia phylicaeformis	|	382037	|	synonym	|	Parastrephia phylicaeformis (synonym for Parastrephia phyliciformis)	|	ncbi:382037	|	
Lepidophyllum quadrangulare	|	382038	|	synonym	|	Lepidophyllum quadrangulare (synonym for Parastrephia quadrangularis)	|	ncbi:382038	|	
Chiliotrichiopsis keideli	|	381989	|	synonym	|	Chiliotrichiopsis keideli (synonym for Chiliotrichiopsis keidelii)	|	ncbi:381989	|	
Nardophyllum chiliotrichoides	|	382026	|	synonym	|	Nardophyllum chiliotrichoides (synonym for Nardophyllum chiliotrichioides)	|	ncbi:382026	|	
Paleaepappus patagonicus	|	1161142	|	synonym	|	Paleaepappus patagonicus (synonym for Nardophyllum patagonicum)	|	ncbi:1161142	|	
Chiliophyllum fuegianum	|	381987	|	synonym	|	Chiliophyllum fuegianum (synonym for Chiliotrichum fuegianum)	|	ncbi:381987	|	
Chiliophyllum andinum	|	381986	|	synonym	|	Chiliophyllum andinum (synonym for Cabreraea andina)	|	ncbi:381986	|	
Llerasia lindeni	|	382020	|	synonym	|	Llerasia lindeni (synonym for Llerasia lindenii)	|	ncbi:382020	|	
Llerasia lucidula	|	382021	|	synonym	|	Llerasia lucidula (synonym for Llerasia macrocephala)	|	ncbi:382021	|	
Chiliotrichum rosmarinifolium	|	72911	|	synonym	|	Chiliotrichum rosmarinifolium (synonym for Chiliotrichum diffusum)	|	ncbi:72911	|	
Chrysocoma sp. Balele 7	|	587548	|	synonym	|	Chrysocoma sp. Balele 7 (synonym for Chrysocoma sp. 2 Balele 7)	|	ncbi:587548	|	
Felicia bergerana	|	13527	|	misspelling	|	Felicia bergerana (synonym for Felicia bergeriana)	|	ncbi:13527	|	
Felicia macrorhiza	|	696394	|	misspelling	|	Felicia macrorhiza (synonym for Felicia macrorrhiza)	|	ncbi:696394	|	
Parasenecio delphinifolius	|	462484	|	synonym	|	Parasenecio delphinifolius (synonym for Parasenecio delphiniifolius)	|	ncbi:462484	|	
Syneilensis aconitifolia	|	186972	|	misspelling	|	Syneilensis aconitifolia (synonym for Syneilesis aconitifolia)	|	ncbi:186972	|	
Aequatorium kingii	|	462474	|	synonym	|	Aequatorium kingii (synonym for Nordenstamia kingii)	|	ncbi:462474	|	
Gynoxys repanda	|	462475	|	synonym	|	Gynoxys repanda (synonym for Nordenstamia repanda)	|	ncbi:462475	|	
Senecillis wilsoniana	|	1719345	|	synonym	|	Senecillis wilsoniana (synonym for Ligularia wilsoniana)	|	ncbi:1719345	|	
Ligularia mongolica var. taquetii	|	711537	|	synonym	|	Ligularia mongolica var. taquetii (synonym for Ligularia taquetii)	|	ncbi:711537	|	
Ligularia tsangschanensis	|	358083	|	misspelling	|	Ligularia tsangschanensis (synonym for Ligularia tsangchanensis)	|	ncbi:358083	|	
Barkeleyanthus salicifolius	|	98680	|	misspelling	|	Barkeleyanthus salicifolius (synonym for Barkleyanthus salicifolius)	|	ncbi:98680	|	
Cineraria salicifolia	|	98680	|	synonym	|	Cineraria salicifolia (synonym for Barkleyanthus salicifolius)	|	ncbi:98680	|	
Senecio buxifolius	|	462437	|	synonym	|	Senecio buxifolius (synonym for Gynoxys buxifolia)	|	ncbi:462437	|	
Senecio incisifolius	|	479916	|	synonym	|	Senecio incisifolius (synonym for Nemosenecio incisifolius)	|	ncbi:479916	|	
Ligularia hiberniflora	|	487069	|	synonym	|	Ligularia hiberniflora (synonym for Farfugium hiberniflorum)	|	ncbi:487069	|	
Senecio neodendroides	|	462483	|	synonym	|	Senecio neodendroides (synonym for Paragynoxys neodendroides)	|	ncbi:462483	|	
Telanthophora jalisciana	|	1707492	|	misspelling	|	Telanthophora jalisciana (synonym for Telanthophora jaliscana)	|	ncbi:1707492	|	
Senecio globigerus	|	186969	|	synonym	|	Senecio globigerus (synonym for Sinosenecio globiger)	|	ncbi:186969	|	
Sinosenecio globigerus	|	186969	|	synonym	|	Sinosenecio globigerus (synonym for Sinosenecio globiger)	|	ncbi:186969	|	
Senecio eriopodus	|	479920	|	synonym	|	Senecio eriopodus (synonym for Sinosenecio eriopodus)	|	ncbi:479920	|	
Senecio homogyniphyllus	|	479925	|	synonym	|	Senecio homogyniphyllus (synonym for Sinosenecio homogyniphyllus)	|	ncbi:479925	|	
Senecio bodinieri	|	217506	|	synonym	|	Senecio bodinieri (synonym for Sinosenecio bodinieri)	|	ncbi:217506	|	
Sinosenecio sp. DZL-2011	|	1045037	|	includes	|	Sinosenecio sp. DZL-2011 (synonym for Sinosenecio albonervius)	|	ncbi:1045037	|	
Senecio chienii	|	479918	|	synonym	|	Senecio chienii (synonym for Sinosenecio chienii)	|	ncbi:479918	|	
Senecio septilobus	|	217507	|	synonym	|	Senecio septilobus (synonym for Sinosenecio septilobus)	|	ncbi:217507	|	
Sinosenecio villiferus	|	1045126	|	synonym	|	Sinosenecio villiferus (synonym for Sinosenecio villifer)	|	ncbi:1045126	|	
Senecio oldhamianus	|	186970	|	synonym	|	Senecio oldhamianus (synonym for Sinosenecio oldhamianus)	|	ncbi:186970	|	
Tephroseris changii	|	186973	|	synonym	|	Tephroseris changii (synonym for Sinosenecio changii)	|	ncbi:186973	|	
Senecio newcombei	|	98728	|	synonym	|	Senecio newcombei (synonym for Sinosenecio newcombei)	|	ncbi:98728	|	
Sinosenecio sp. YL-2012	|	1181320	|	includes	|	Sinosenecio sp. YL-2012 (synonym for Sinosenecio jiangxiensis)	|	ncbi:1181320	|	
Sinosenecio plamatilobus	|	1052181	|	misspelling	|	Sinosenecio plamatilobus (synonym for Sinosenecio palmatilobus)	|	ncbi:1052181	|	
Senecio euosmus	|	479921	|	synonym	|	Senecio euosmus (synonym for Sinosenecio euosmus)	|	ncbi:479921	|	
Senecio diclinus	|	462396	|	synonym	|	Senecio diclinus (synonym for Chersodoma diclina)	|	ncbi:462396	|	
Senecio ovopedatus	|	462397	|	synonym	|	Senecio ovopedatus (synonym for Chersodoma ovopedata)	|	ncbi:462397	|	
Senecio antennaria	|	462395	|	synonym	|	Senecio antennaria (synonym for Chersodoma antennaria)	|	ncbi:462395	|	
Petasite stricholobus	|	186966	|	misspelling	|	Petasite stricholobus (synonym for Petasites tricholobus)	|	ncbi:186966	|	
Blennosperma nana	|	13359	|	misspelling	|	Blennosperma nana (synonym for Blennosperma nanum)	|	ncbi:13359	|	
Senecio lineolatus	|	462493	|	synonym	|	Senecio lineolatus (synonym for Roldana lineolata)	|	ncbi:462493	|	
Roldana sessifolia	|	1707486	|	misspelling	|	Roldana sessifolia (synonym for Roldana sessilifolia)	|	ncbi:1707486	|	
Cineraria petasitis	|	462494	|	synonym	|	Cineraria petasitis (synonym for Roldana petasitis)	|	ncbi:462494	|	
Roldana petasistis	|	462494	|	misspelling	|	Roldana petasistis (synonym for Roldana petasitis)	|	ncbi:462494	|	
Senecio petasioides	|	462494	|	synonym	|	Senecio petasioides (synonym for Roldana petasitis)	|	ncbi:462494	|	
Senecio albonervius	|	462492	|	synonym	|	Senecio albonervius (synonym for Roldana albonervia)	|	ncbi:462492	|	
Senecio koreanus	|	151997	|	synonym	|	Senecio koreanus (synonym for Tephroseris koreana)	|	ncbi:151997	|	
Sinosenecio koreanus	|	151997	|	synonym	|	Sinosenecio koreanus (synonym for Tephroseris koreana)	|	ncbi:151997	|	
Senecio atropurpureus	|	34222	|	synonym	|	Senecio atropurpureus (synonym for Tephroseris atropurpurea)	|	ncbi:34222	|	
Senecio stolonifer	|	479932	|	synonym	|	Senecio stolonifer (synonym for Tephroseris stolonifera)	|	ncbi:479932	|	
Cineraria subdentata	|	479933	|	synonym	|	Cineraria subdentata (synonym for Tephroseris subdentata)	|	ncbi:479933	|	
Senecio pierotii	|	479931	|	synonym	|	Senecio pierotii (synonym for Tephroseris pierotii)	|	ncbi:479931	|	
Senecio phaeanthus	|	479930	|	synonym	|	Senecio phaeanthus (synonym for Tephroseris phaeantha)	|	ncbi:479930	|	
Othonna integrifolia	|	462580	|	synonym	|	Othonna integrifolia (synonym for Tephroseris integrifolia)	|	ncbi:462580	|	
Othonna auriculaefolia	|	462478	|	synonym	|	Othonna auriculaefolia (synonym for Othonna auriculifolia)	|	ncbi:462478	|	
Senecio cymosus	|	462375	|	synonym	|	Senecio cymosus (synonym for Acrisione cymosa)	|	ncbi:462375	|	
