name	|	uid	|	type	|	uniqname	|	sourceinfo	|	
Lamprochlaena oldfieldii	|	125736	|	synonym	|	Lamprochlaena oldfieldii (synonym for Myriocephalus oldfieldii)	|	ncbi:125736	|	
Elytropappus rhinoceratus	|	112353	|	misspelling	|	Elytropappus rhinoceratus (synonym for Dicerothamnus rhinocerotis)	|	ncbi:112353	|	
Elytropappus rhinocerotis	|	112353	|	synonym	|	Elytropappus rhinocerotis (synonym for Dicerothamnus rhinocerotis)	|	ncbi:112353	|	
Berroa_gnaphalioides	|	1548836	|	misspelling	|	Berroa_gnaphalioides (synonym for Berroa gnaphalioides)	|	ncbi:1548836	|	
Pycnosorus chrysanthus	|	420147	|	synonym	|	Pycnosorus chrysanthus (synonym for Pycnosorus chrysanthes)	|	ncbi:420147	|	
Metalasia massoni	|	1048572	|	synonym	|	Metalasia massoni (synonym for Metalasia massonii)	|	ncbi:1048572	|	
Metalasia rhoderiodes	|	1048577	|	synonym	|	Metalasia rhoderiodes (synonym for Metalasia rhoderoides)	|	ncbi:1048577	|	
Relhania calysina	|	496644	|	misspelling	|	Relhania calysina (synonym for Relhania calycina)	|	ncbi:496644	|	
Anthemis fruticosa	|	112393	|	synonym	|	Anthemis fruticosa (synonym for Relhania fruticosa)	|	ncbi:112393	|	
Helichrysum marmardepis	|	1754137	|	misspelling	|	Helichrysum marmardepis (synonym for Helichrysum marmarolepis)	|	ncbi:1754137	|	
Helichrysum auronitens	|	1244806	|	synonym	|	Helichrysum auronitens (synonym for Helichrysum aureonitens)	|	ncbi:1244806	|	
Helichrysum herniarioples	|	1754135	|	misspelling	|	Helichrysum herniarioples (synonym for Helichrysum herniarioides)	|	ncbi:1754135	|	
Helichrysum rupestre	|	261800	|	synonym	|	Helichrysum rupestre (synonym for Helichrysum pendulum)	|	ncbi:261800	|	
Achyrocline stenoptera	|	630340	|	synonym	|	Achyrocline stenoptera (synonym for Helichrysum stenopterum)	|	ncbi:630340	|	
Helichrysum fulvescens var. patulum	|	112364	|	synonym	|	Helichrysum fulvescens var. patulum (synonym for Helichrysum patulum)	|	ncbi:112364	|	
Helichrysum sp. MGC-2010	|	886974	|	includes	|	Helichrysum sp. MGC-2010 (synonym for Helichrysum unicapitatum)	|	ncbi:886974	|	
Helichrysum adoratissimum	|	112363	|	misspelling	|	Helichrysum adoratissimum (synonym for Helichrysum odoratissimum)	|	ncbi:112363	|	
Helichrysum sp. NK-2009	|	684074	|	includes	|	Helichrysum sp. NK-2009 (synonym for Helichrysum nicolai)	|	ncbi:684074	|	
Helichrysum mutisiaefolium	|	1754139	|	synonym	|	Helichrysum mutisiaefolium (synonym for Helichrysum mutisiifolium)	|	ncbi:1754139	|	
Helichrysum albo-brunneum	|	261774	|	synonym	|	Helichrysum albo-brunneum (synonym for Helichrysum albobrunneum)	|	ncbi:261774	|	
Helichrysum pelinum	|	541158	|	misspelling	|	Helichrysum pelinum (synonym for Helichrysum felinum)	|	ncbi:541158	|	
Helichrysum chionosphareum	|	630296	|	misspelling	|	Helichrysum chionosphareum (synonym for Helichrysum chionosphaerum)	|	ncbi:630296	|	
Sinoleontopodium lingianum	|	595345	|	synonym	|	Sinoleontopodium lingianum (synonym for Leontopodium lingianum)	|	ncbi:595345	|	
Gnaphalium leontopodium var. calocephalum	|	595337	|	synonym	|	Gnaphalium leontopodium var. calocephalum (synonym for Leontopodium calocephalum)	|	ncbi:595337	|	
Leontopodium dedekensi	|	595339	|	synonym	|	Leontopodium dedekensi (synonym for Leontopodium dedekensii)	|	ncbi:595339	|	
non Leontopodium caespitosum Beauverd	|	595336	|	synonym	|	non Leontopodium caespitosum Beauverd (synonym for Leontopodium caespitosum)	|	ncbi:595336	|	
Anaphalis szechuanensi	|	1754109	|	misspelling	|	Anaphalis szechuanensi (synonym for Anaphalis szechuanensis)	|	ncbi:1754109	|	
Helichrysum stoloniferum D.Don, nom. illeg.	|	415506	|	synonym	|	Helichrysum stoloniferum D.Don, nom. illeg. (synonym for Anaphalis nepalensis)	|	ncbi:415506	|	
Anaphalis subrigida	|	59421	|	synonym	|	Anaphalis subrigida (synonym for Anaphalioides subrigida)	|	ncbi:59421	|	
Gnaphalium hookeri	|	90774	|	synonym	|	Gnaphalium hookeri (synonym for Anaphalioides hookeri)	|	ncbi:90774	|	
Gnaphalium trinerve Hook.f. non G.Forst.	|	90774	|	synonym	|	Gnaphalium trinerve Hook.f. non G.Forst. (synonym for Anaphalioides hookeri)	|	ncbi:90774	|	
Anaphalis mariae	|	90775	|	synonym	|	Anaphalis mariae (synonym for Anaphalioides mariae)	|	ncbi:90775	|	
Helichrysum bellidioides	|	59432	|	synonym	|	Helichrysum bellidioides (synonym for Anaphalioides bellidioides)	|	ncbi:59432	|	
Helichrysum alpinum	|	59431	|	synonym	|	Helichrysum alpinum (synonym for Anaphalioides alpinum)	|	ncbi:59431	|	
Anaphalis trinervis	|	59422	|	synonym	|	Anaphalis trinervis (synonym for Anaphalioides trinervis)	|	ncbi:59422	|	
Gnaphalium trinerve	|	59422	|	synonym	|	Gnaphalium trinerve (synonym for Anaphalioides trinervis)	|	ncbi:59422	|	
Ixiolaena tomentosa	|	125718	|	synonym	|	Ixiolaena tomentosa (synonym for Leiocarpa tomentosa)	|	ncbi:125718	|	
Lucilia hagelliformis	|	1754157	|	misspelling	|	Lucilia hagelliformis (synonym for Lucilia flagelliformis)	|	ncbi:1754157	|	
Lucilia_linearifolia	|	1548853	|	misspelling	|	Lucilia_linearifolia (synonym for Lucilia linearifolia)	|	ncbi:1548853	|	
Lucilia recurua	|	1754159	|	misspelling	|	Lucilia recurua (synonym for Lucilia recurva)	|	ncbi:1754159	|	
Lucilia_lycopodioides	|	1548854	|	misspelling	|	Lucilia_lycopodioides (synonym for Lucilia lycopodioides)	|	ncbi:1548854	|	
Evacidium discolor	|	702227	|	synonym	|	Evacidium discolor (synonym for Filago discolor)	|	ncbi:702227	|	
Evax discolor	|	702227	|	synonym	|	Evax discolor (synonym for Filago discolor)	|	ncbi:702227	|	
Evax pygmaea subsp. ramosissima	|	702231	|	synonym	|	Evax pygmaea subsp. ramosissima (synonym for Filago gaditana)	|	ncbi:702231	|	
Evax pygmaea var. gaditana	|	702231	|	synonym	|	Evax pygmaea var. gaditana (synonym for Filago gaditana)	|	ncbi:702231	|	
Filago pygmaea subsp. gaditana	|	702231	|	synonym	|	Filago pygmaea subsp. gaditana (synonym for Filago gaditana)	|	ncbi:702231	|	
Logfia paradoxa	|	702241	|	synonym	|	Logfia paradoxa (synonym for Filago paradoxa)	|	ncbi:702241	|	
Stylocline griffithii	|	702687	|	synonym	|	Stylocline griffithii (synonym for Filago griffithii)	|	ncbi:702687	|	
Logfia filaginoides	|	702221	|	synonym	|	Logfia filaginoides (synonym for Filago californica)	|	ncbi:702221	|	
Logfia depressa	|	702225	|	synonym	|	Logfia depressa (synonym for Filago depressa)	|	ncbi:702225	|	
Evax pygmaea	|	702242	|	synonym	|	Evax pygmaea (synonym for Filago pygmaea)	|	ncbi:702242	|	
Filago germanica	|	261772	|	synonym	|	Filago germanica (synonym for Filago pyramidata)	|	ncbi:261772	|	
Bracteantha viscosa	|	125667	|	synonym	|	Bracteantha viscosa (synonym for Xerochrysum viscosum)	|	ncbi:125667	|	
Bracteantha bracteata	|	152196	|	synonym	|	Bracteantha bracteata (synonym for Xerochrysum bracteatum)	|	ncbi:152196	|	
Helichrysum bracteatum	|	152196	|	synonym	|	Helichrysum bracteatum (synonym for Xerochrysum bracteatum)	|	ncbi:152196	|	
Petalacte coronata1	|	112385	|	misspelling	|	Petalacte coronata1 (synonym for Petalacte coronata)	|	ncbi:112385	|	
Petalacte coronata2	|	112385	|	misspelling	|	Petalacte coronata2 (synonym for Petalacte coronata)	|	ncbi:112385	|	
Gnaphalieae sp. BHD-2015b	|	1735420	|	includes	|	Gnaphalieae sp. BHD-2015b (synonym for Elytropappus longifolius)	|	ncbi:1735420	|	
Gnaphalieae sp. BHD-2015a	|	1735419	|	includes	|	Gnaphalieae sp. BHD-2015a (synonym for Elytropappus glandulosus)	|	ncbi:1735419	|	
Callilepsi caerulea	|	1692180	|	misspelling	|	Callilepsi caerulea (synonym for Callilepis caerulea)	|	ncbi:1692180	|	
Gnaphalium uliginosum1	|	702247	|	misspelling	|	Gnaphalium uliginosum1 (synonym for Gnaphalium uliginosum)	|	ncbi:702247	|	
Gnaphalium uliginosum5	|	702247	|	misspelling	|	Gnaphalium uliginosum5 (synonym for Gnaphalium uliginosum)	|	ncbi:702247	|	
Pseudognaphalium polium	|	1754177	|	misspelling	|	Pseudognaphalium polium (synonym for Gnaphalium polium)	|	ncbi:1754177	|	
Omalotheca norvegica	|	595332	|	synonym	|	Omalotheca norvegica (synonym for Gnaphalium norvegicum)	|	ncbi:595332	|	
Omalotheca supina	|	261773	|	synonym	|	Omalotheca supina (synonym for Gnaphalium supinum)	|	ncbi:261773	|	
Omalotheca supina1	|	261773	|	misspelling	|	Omalotheca supina1 (synonym for Gnaphalium supinum)	|	ncbi:261773	|	
Lachnospermum neglectum	|	112369	|	synonym	|	Lachnospermum neglectum (synonym for Lachnospermum fasciculatum)	|	ncbi:112369	|	
Raoulia munroi	|	59441	|	synonym	|	Raoulia munroi (synonym for Raoulia monroi)	|	ncbi:59441	|	
Raoulia goyeni	|	208214	|	synonym	|	Raoulia goyeni (synonym for Raoulia goyenii)	|	ncbi:208214	|	
Raoulia hectori	|	279377	|	synonym	|	Raoulia hectori (synonym for Raoulia hectorii)	|	ncbi:279377	|	
Raoulia mammillaria	|	279379	|	synonym	|	Raoulia mammillaria (synonym for Raoulia mammillaris)	|	ncbi:279379	|	
Aphelexis ericoides	|	112349	|	synonym	|	Aphelexis ericoides (synonym for Dolichothrix ericoides)	|	ncbi:112349	|	
Argyrocome ericoides	|	112349	|	synonym	|	Argyrocome ericoides (synonym for Dolichothrix ericoides)	|	ncbi:112349	|	
Dolichotrix ericoides	|	112349	|	misspelling	|	Dolichotrix ericoides (synonym for Dolichothrix ericoides)	|	ncbi:112349	|	
Dolicothrix ericoides	|	112349	|	misspelling	|	Dolicothrix ericoides (synonym for Dolichothrix ericoides)	|	ncbi:112349	|	
Gnaphalium argyrocoma	|	112349	|	synonym	|	Gnaphalium argyrocoma (synonym for Dolichothrix ericoides)	|	ncbi:112349	|	
Helichrysum ericoides	|	112349	|	synonym	|	Helichrysum ericoides (synonym for Dolichothrix ericoides)	|	ncbi:112349	|	
Klenzea lycopodioides	|	112349	|	synonym	|	Klenzea lycopodioides (synonym for Dolichothrix ericoides)	|	ncbi:112349	|	
Stoebe nivea	|	112349	|	synonym	|	Stoebe nivea (synonym for Dolichothrix ericoides)	|	ncbi:112349	|	
Xeranthemum ericoides	|	112349	|	synonym	|	Xeranthemum ericoides (synonym for Dolichothrix ericoides)	|	ncbi:112349	|	
Gnaphalium mackayi	|	59429	|	synonym	|	Gnaphalium mackayi (synonym for Argyrotegium mackayi)	|	ncbi:59429	|	
Euchiton nitidulus	|	90782	|	synonym	|	Euchiton nitidulus (synonym for Argyrotegium nitidulum)	|	ncbi:90782	|	
Gnaphalium nitidulum	|	90782	|	synonym	|	Gnaphalium nitidulum (synonym for Argyrotegium nitidulum)	|	ncbi:90782	|	
Euchiton fordianus	|	266088	|	synonym	|	Euchiton fordianus (synonym for Argyrotegium fordianum)	|	ncbi:266088	|	
Gnaphalium fordianum	|	266088	|	synonym	|	Gnaphalium fordianum (synonym for Argyrotegium fordianum)	|	ncbi:266088	|	
Syncarpha puniculata	|	1641247	|	misspelling	|	Syncarpha puniculata (synonym for Syncarpha paniculata)	|	ncbi:1641247	|	
Staehelina gnaphaloides	|	112400	|	synonym	|	Staehelina gnaphaloides (synonym for Syncarpha gnaphaloides)	|	ncbi:112400	|	
Filago clementei	|	702253	|	synonym	|	Filago clementei (synonym for Logfia clementei)	|	ncbi:702253	|	
Filago gallica	|	125729	|	synonym	|	Filago gallica (synonym for Logfia gallica)	|	ncbi:125729	|	
Filago minima	|	702255	|	synonym	|	Filago minima (synonym for Logfia minima)	|	ncbi:702255	|	
Leptorhynchos sqamatus	|	105349	|	misspelling	|	Leptorhynchos sqamatus (synonym for Leptorhynchos squamatus)	|	ncbi:105349	|	
Leptorhynchos scabrus	|	125725	|	synonym	|	Leptorhynchos scabrus (synonym for Leptorhynchos scaber)	|	ncbi:125725	|	
Pseudognaphalium viravika	|	1754180	|	misspelling	|	Pseudognaphalium viravika (synonym for Pseudognaphalium viravira)	|	ncbi:1754180	|	
Pseudognaphalium semiamplexicode	|	1754179	|	misspelling	|	Pseudognaphalium semiamplexicode (synonym for Pseudognaphalium semiamplexicaule)	|	ncbi:1754179	|	
Pseudognaphalium guadichaudianum	|	1754171	|	misspelling	|	Pseudognaphalium guadichaudianum (synonym for Pseudognaphalium gaudichaudianum)	|	ncbi:1754171	|	
Gnaphalium hypoleucum	|	415154	|	synonym	|	Gnaphalium hypoleucum (synonym for Pseudognaphalium hypoleucum)	|	ncbi:415154	|	
Gnaphalium viscosum	|	344072	|	synonym	|	Gnaphalium viscosum (synonym for Pseudognaphalium viscosum)	|	ncbi:344072	|	
non Pseudognaphalium viscosum (Kunth) W.A.Weber, nom. illeg.	|	344072	|	synonym	|	non Pseudognaphalium viscosum (Kunth) W.A.Weber, nom. illeg. (synonym for Pseudognaphalium viscosum)	|	ncbi:344072	|	
Anaphalis adnata	|	1209444	|	synonym	|	Anaphalis adnata (synonym for Pseudognaphalium adnatum)	|	ncbi:1209444	|	
Gnaphalium adnatum	|	1209444	|	synonym	|	Gnaphalium adnatum (synonym for Pseudognaphalium adnatum)	|	ncbi:1209444	|	
Pseudognaphalium ramosissumum	|	1442710	|	misspelling	|	Pseudognaphalium ramosissumum (synonym for Pseudognaphalium ramosissimum)	|	ncbi:1442710	|	
Gnaphalium affine	|	318063	|	synonym	|	Gnaphalium affine (synonym for Pseudognaphalium affine)	|	ncbi:318063	|	
Gnaphalium luteoalbum subsp. affine	|	318063	|	synonym	|	Gnaphalium luteoalbum subsp. affine (synonym for Pseudognaphalium affine)	|	ncbi:318063	|	
Pseudognaphalium gravedens	|	1754170	|	synonym	|	Pseudognaphalium gravedens (synonym for Pseudognaphalium graveolens)	|	ncbi:1754170	|	
Gnaphalium luteo-album	|	59425	|	synonym	|	Gnaphalium luteo-album (synonym for Pseudognaphalium luteoalbum)	|	ncbi:59425	|	
Gnaphalium luteoalbum	|	59425	|	synonym	|	Gnaphalium luteoalbum (synonym for Pseudognaphalium luteoalbum)	|	ncbi:59425	|	
Pseudognaphalium luteo-album	|	59425	|	synonym	|	Pseudognaphalium luteo-album (synonym for Pseudognaphalium luteoalbum)	|	ncbi:59425	|	
Pseudognaphalium sandwicesium	|	1754178	|	misspelling	|	Pseudognaphalium sandwicesium (synonym for Pseudognaphalium sandwicensium)	|	ncbi:1754178	|	
Pseudognaphalium dombeyanan	|	1754167	|	misspelling	|	Pseudognaphalium dombeyanan (synonym for Pseudognaphalium dombeyanum)	|	ncbi:1754167	|	
Chevreulia saymentosa	|	1754116	|	misspelling	|	Chevreulia saymentosa (synonym for Chevreulia sarmentosa)	|	ncbi:1754116	|	
Luciliopsis isernii	|	1886587	|	synonym	|	Luciliopsis isernii (synonym for Cuatrecasasiella isernii)	|	ncbi:1886587	|	
Relhania squarrosa	|	112379	|	synonym	|	Relhania squarrosa (synonym for Oedera squarrosa)	|	ncbi:112379	|	
Relhania genistifolia	|	943723	|	synonym	|	Relhania genistifolia (synonym for Oedera genistifolia)	|	ncbi:943723	|	
Pterygopappus lawrencei	|	125757	|	synonym	|	Pterygopappus lawrencei (synonym for Pterygopappus lawrencii)	|	ncbi:125757	|	
Phagnalon darvazicum	|	943698	|	synonym	|	Phagnalon darvazicum (synonym for Phagnalon daravazicum)	|	ncbi:943698	|	
Aliella latifolia	|	943702	|	synonym	|	Aliella latifolia (synonym for Phagnalon latifolium)	|	ncbi:943702	|	
Phagnalon stenolepsis	|	943716	|	misspelling	|	Phagnalon stenolepsis (synonym for Phagnalon stenolepis)	|	ncbi:943716	|	
Phagnalon rupestre subsp. graecum	|	943699	|	synonym	|	Phagnalon rupestre subsp. graecum (synonym for Phagnalon graecum)	|	ncbi:943699	|	
Phagnalon saxatile subsp. purpurascens	|	943708	|	synonym	|	Phagnalon saxatile subsp. purpurascens (synonym for Phagnalon purpurascens)	|	ncbi:943708	|	
Helipterum manglesii	|	152203	|	synonym	|	Helipterum manglesii (synonym for Rhodanthe manglesii)	|	ncbi:152203	|	
Helipterum maryonii	|	125763	|	synonym	|	Helipterum maryonii (synonym for Rhodanthe maryonii)	|	ncbi:125763	|	
Gnaphalium pensylvanicum	|	125697	|	synonym	|	Gnaphalium pensylvanicum (synonym for Gamochaeta pensylvanica)	|	ncbi:125697	|	
Stuckertiella capitata	|	1548867	|	synonym	|	Stuckertiella capitata (synonym for Gamochaeta capitata)	|	ncbi:1548867	|	
Gnaphalium americanum	|	1125915	|	synonym	|	Gnaphalium americanum (synonym for Gamochaeta americana)	|	ncbi:1125915	|	
Gamochaeta purpurea1	|	318055	|	misspelling	|	Gamochaeta purpurea1 (synonym for Gamochaeta purpurea)	|	ncbi:318055	|	
Gnaphalium purpureum	|	318055	|	genbank synonym	|	Gnaphalium purpureum (synonym for Gamochaeta purpurea)	|	ncbi:318055	|	
Gamochaetopsis alpina	|	1548847	|	synonym	|	Gamochaetopsis alpina (synonym for Gamochaeta alpina)	|	ncbi:1548847	|	
Gamochaeta erythraetis	|	1754121	|	misspelling	|	Gamochaeta erythraetis (synonym for Gamochaeta erythractis)	|	ncbi:1754121	|	
Gamochaeta erythtactis	|	1754121	|	misspelling	|	Gamochaeta erythtactis (synonym for Gamochaeta erythractis)	|	ncbi:1754121	|	
Gamochaeta simpliciaulis	|	1754123	|	misspelling	|	Gamochaeta simpliciaulis (synonym for Gamochaeta simplicicaulis)	|	ncbi:1754123	|	
Gnaphalium purpureum var. spicatum	|	857092	|	synonym	|	Gnaphalium purpureum var. spicatum (synonym for Gamochaeta coarctata)	|	ncbi:857092	|	
Achyrocline hypoclora	|	1754097	|	misspelling	|	Achyrocline hypoclora (synonym for Achyrocline hyperchlora)	|	ncbi:1754097	|	
Achyrocline satureiodes	|	746493	|	misspelling	|	Achyrocline satureiodes (synonym for Achyrocline satureioides)	|	ncbi:746493	|	
Achyrocline mathiolaefolia	|	1754099	|	synonym	|	Achyrocline mathiolaefolia (synonym for Achyrocline mathiolifolia)	|	ncbi:1754099	|	
Achyrocline tomentose	|	1548826	|	misspelling	|	Achyrocline tomentose (synonym for Achyrocline tomentosa)	|	ncbi:1548826	|	
Laevicarpa kolbei	|	857091	|	synonym	|	Laevicarpa kolbei (synonym for Disparago kolbei)	|	ncbi:857091	|	
Haeckeria cassiniaeformis	|	1284887	|	synonym	|	Haeckeria cassiniaeformis (synonym for Haeckeria cassiniiformis)	|	ncbi:1284887	|	
Baccharis scolopendra	|	1886593	|	synonym	|	Baccharis scolopendra (synonym for Loricaria scolopendra)	|	ncbi:1886593	|	
Loricaria sp. 'scolopendra-thuyoides'	|	1886616	|	equivalent name	|	Loricaria sp. 'scolopendra-thuyoides' (synonym for Loricaria sp. Group C FK-2016)	|	ncbi:1886616	|	
Loricaria leptohamna	|	1754153	|	misspelling	|	Loricaria leptohamna (synonym for Loricaria leptothamna)	|	ncbi:1754153	|	
Tafalla leptothamna	|	1754153	|	synonym	|	Tafalla leptothamna (synonym for Loricaria leptothamna)	|	ncbi:1754153	|	
Loricarica ferruginea	|	1754156	|	misspelling	|	Loricarica ferruginea (synonym for Loricaria ferruginea)	|	ncbi:1754156	|	
Tripteris clandestina	|	55840	|	synonym	|	Tripteris clandestina (synonym for Osteospermum clandestinum)	|	ncbi:55840	|	
Calendula suffruticosa subsp. fulgida x Calendula maritima	|	1484042	|	synonym	|	Calendula suffruticosa subsp. fulgida x Calendula maritima (synonym for Calendula suffruticosa subsp. fulgida x Calendula incana subsp. maritima)	|	ncbi:1484042	|	
Calendula officianalis	|	41496	|	misspelling	|	Calendula officianalis (synonym for Calendula officinalis)	|	ncbi:41496	|	
Calendula ofiicinalis	|	41496	|	misspelling	|	Calendula ofiicinalis (synonym for Calendula officinalis)	|	ncbi:41496	|	
Dimorphotheca aurantiaca hort.	|	112408	|	synonym	|	Dimorphotheca aurantiaca hort. (synonym for Dimorphotheca sinuata)	|	ncbi:112408	|	
Dimorphotheca sp. WO0121650	|	112408	|	includes	|	Dimorphotheca sp. WO0121650 (synonym for Dimorphotheca sinuata)	|	ncbi:112408	|	
Osteospermum vaillantii	|	1670870	|	synonym	|	Osteospermum vaillantii (synonym for Tripteris vaillantii)	|	ncbi:1670870	|	
Osteospermum microcarpum	|	662753	|	synonym	|	Osteospermum microcarpum (synonym for Tripteris microcarpa)	|	ncbi:662753	|	
Chrysanthemoides monilfera	|	378867	|	misspelling	|	Chrysanthemoides monilfera (synonym for Chrysanthemoides monilifera)	|	ncbi:378867	|	
Osteospermum ilicifolium	|	1641146	|	synonym	|	Osteospermum ilicifolium (synonym for Nephrotheca ilicifolia)	|	ncbi:1641146	|	
Venegasinae	|	911354	|	misspelling	|	Venegasinae (synonym for Venegasiinae)	|	ncbi:911354	|	
Spagneticola	|	53736	|	misspelling	|	Spagneticola (synonym for Sphagneticola)	|	ncbi:53736	|	
Wulffia	|	183090	|	synonym	|	Wulffia (synonym for Tilesia)	|	ncbi:183090	|	
Siegesbeckia	|	183075	|	synonym	|	Siegesbeckia (synonym for Sigesbeckia)	|	ncbi:183075	|	
Eupatoriadelphus	|	102762	|	synonym	|	Eupatoriadelphus (synonym for Eutrochium)	|	ncbi:102762	|	
Brachycome	|	46665	|	synonym	|	Brachycome (synonym for Brachyscome)	|	ncbi:46665	|	
Lagenifera	|	72948	|	synonym	|	Lagenifera (synonym for Lagenophora)	|	ncbi:72948	|	
Conyza blinii	|	1408201	|	synonym	|	Conyza blinii (synonym for Eschenbachia blinii)	|	ncbi:1408201	|	
non Lepidophyllum Brongn.	|	382056	|	synonym	|	non Lepidophyllum Brongn. (synonym for Lepidophyllum)	|	ncbi:382056	|	
Ceratogyne obinoides	|	1231641	|	misspelling	|	Ceratogyne obinoides (synonym for Ceratogyne obionoides)	|	ncbi:1231641	|	
Bellis cordifolia	|	191230	|	synonym	|	Bellis cordifolia (synonym for Bellis rotundifolia)	|	ncbi:191230	|	
Bellis bernardi	|	191228	|	synonym	|	Bellis bernardi (synonym for Bellis bernardii)	|	ncbi:191228	|	
Nannoglottis souliea	|	147815	|	misspelling	|	Nannoglottis souliea (synonym for Nannoglottis souliei)	|	ncbi:147815	|	
Welwitschiella neriifolia	|	587545	|	synonym	|	Welwitschiella neriifolia (synonym for Welwitschiella nereifolia)	|	ncbi:587545	|	
Phalacorma strigosum	|	1591239	|	misspelling	|	Phalacorma strigosum (synonym for Phalacroloma strigosum)	|	ncbi:1591239	|	
Psiadia anchusaefolia	|	1225818	|	synonym	|	Psiadia anchusaefolia (synonym for Psiadia anchusifolia)	|	ncbi:1225818	|	
Psiadia agatheoides	|	1225814	|	synonym	|	Psiadia agatheoides (synonym for Psiadia agathaeoides)	|	ncbi:1225814	|	
Bellium artrutxium	|	423494	|	misspelling	|	Bellium artrutxium (synonym for Bellium artrutxense)	|	ncbi:423494	|	
Alciope	|	378864	|	synonym	|	Alciope (synonym for Capelio)	|	ncbi:378864	|	
Eriotrix	|	462420	|	synonym	|	Eriotrix (synonym for Eriothrix)	|	ncbi:462420	|	
Orthopappus angustifolia	|	1548360	|	misspelling	|	Orthopappus angustifolia (synonym for Orthopappus angustifolius)	|	ncbi:1548360	|	
Echinocoryne schwenkiaefolia	|	1548339	|	synonym	|	Echinocoryne schwenkiaefolia (synonym for Echinocoryne schwenkiifolia)	|	ncbi:1548339	|	
Strobocalyx arboreum	|	434687	|	misspelling	|	Strobocalyx arboreum (synonym for Strobocalyx arborea)	|	ncbi:434687	|	
Chrysactinium acuale	|	207882	|	misspelling	|	Chrysactinium acuale (synonym for Chrysactinium acaule)	|	ncbi:207882	|	
Liabum lyratum	|	207895	|	synonym	|	Liabum lyratum (synonym for Munnozia lyrata)	|	ncbi:207895	|	
Liabum niveum	|	207896	|	synonym	|	Liabum niveum (synonym for Munnozia nivea)	|	ncbi:207896	|	
Liabum hastifolium	|	207892	|	synonym	|	Liabum hastifolium (synonym for Munnozia hastifolia)	|	ncbi:207892	|	
Liabum pinnulosum	|	207899	|	synonym	|	Liabum pinnulosum (synonym for Munnozia pinnulosa)	|	ncbi:207899	|	
Liabum giganteum	|	41606	|	synonym	|	Liabum giganteum (synonym for Munnozia gigantea)	|	ncbi:41606	|	
Munnozia gigantia	|	41606	|	misspelling	|	Munnozia gigantia (synonym for Munnozia gigantea)	|	ncbi:41606	|	
Liabum jussieui	|	207893	|	synonym	|	Liabum jussieui (synonym for Munnozia jussieui)	|	ncbi:207893	|	
Liabum pinnatipartitum	|	207898	|	synonym	|	Liabum pinnatipartitum (synonym for Munnozia pinnatipartita)	|	ncbi:207898	|	
Liabum coriaceum	|	1227274	|	synonym	|	Liabum coriaceum (synonym for Sampera coriacea)	|	ncbi:1227274	|	
Oligactis cuatrecasasii	|	1227336	|	synonym	|	Oligactis cuatrecasasii (synonym for Sampera cuatrecasasii)	|	ncbi:1227336	|	
Liabum discolor	|	1227339	|	synonym	|	Liabum discolor (synonym for Sinclairia discolor)	|	ncbi:1227339	|	
Liabum polyanthum	|	207907	|	synonym	|	Liabum polyanthum (synonym for Sinclairia polyantha)	|	ncbi:207907	|	
Liabum liebmannii	|	207905	|	synonym	|	Liabum liebmannii (synonym for Sinclairia liebmannii)	|	ncbi:207905	|	
Liabum glabrum	|	41598	|	synonym	|	Liabum glabrum (synonym for Sinclairia glabra)	|	ncbi:41598	|	
Liabum moorei	|	207906	|	synonym	|	Liabum moorei (synonym for Sinclairia moorei)	|	ncbi:207906	|	
Liabum sublobatum	|	1227343	|	synonym	|	Liabum sublobatum (synonym for Sinclairia sublobata)	|	ncbi:1227343	|	
Liabum vagans	|	207908	|	synonym	|	Liabum vagans (synonym for Sinclairia vagans)	|	ncbi:207908	|	
Liabum perfoliatum	|	207897	|	synonym	|	Liabum perfoliatum (synonym for Dillandia perfoliata)	|	ncbi:207897	|	
Munnozia perfoliata	|	207897	|	synonym	|	Munnozia perfoliata (synonym for Dillandia perfoliata)	|	ncbi:207897	|	
Munnozia polymnioides	|	207884	|	synonym	|	Munnozia polymnioides (synonym for Erato polymnioides)	|	ncbi:207884	|	
Munnozia vulcanica	|	207885	|	synonym	|	Munnozia vulcanica (synonym for Erato vulcanica)	|	ncbi:207885	|	
Stephenbeckii plumosa	|	1234634	|	misspelling	|	Stephenbeckii plumosa (synonym for Stephanbeckia plumosa)	|	ncbi:1234634	|	
Liabum volubile	|	259853	|	synonym	|	Liabum volubile (synonym for Oligactis volubilis)	|	ncbi:259853	|	
Liabum pringlei	|	41637	|	synonym	|	Liabum pringlei (synonym for Megaliabum pringlei)	|	ncbi:41637	|	
Sinclairia pringlei	|	41637	|	synonym	|	Sinclairia pringlei (synonym for Megaliabum pringlei)	|	ncbi:41637	|	
Sinclairia andrieuxii	|	1227254	|	synonym	|	Sinclairia andrieuxii (synonym for Megaliabum andrieuxii)	|	ncbi:1227254	|	
Cacosmia hieronymus	|	1227306	|	misspelling	|	Cacosmia hieronymus (synonym for Cacosmia hieronymi)	|	ncbi:1227306	|	
Ferreyranthus gentrii	|	1227311	|	misspelling	|	Ferreyranthus gentrii (synonym for Ferreyranthus gentryi)	|	ncbi:1227311	|	
Ferreyranthus verbasifolia	|	1227313	|	misspelling	|	Ferreyranthus verbasifolia (synonym for Ferreyranthus verbascifolius)	|	ncbi:1227313	|	
