name	|	uid	|	type	|	uniqname	|	
Saulcya hierichuntica	|	3899102	|		|	Saulcya hierichuntica (synonym for Pallenis hierichuntica)	|	
Chrysanthemum carneum	|	1040269	|		|	Chrysanthemum carneum (synonym for Tanacetum coccineum)	|	
Aster reevesii	|	336716	|		|	Aster reevesii (synonym for Symphyotrichum ericoides)	|	
Hypochoeris incana	|	284632	|		|	Hypochoeris incana (synonym for Hypochaeris incana)	|	
Senecio lucorum Franch.	|	288378	|		|	Senecio lucorum Franch. (synonym for Synotis lucorum)	|	
Anthemis auriculata Boiss.	|	1025394	|		|	Anthemis auriculata Boiss. (synonym for Anthemis auriculata)	|	
Senecio deflersii Schwartz	|	1034808	|		|	Senecio deflersii Schwartz (synonym for Senecio deflersii)	|	
Craterocapsa congesta Hilliard & B.L.Burtt	|	270845	|		|	Craterocapsa congesta Hilliard & B.L.Burtt (synonym for Craterocapsa congesta)	|	
Burmeistera millei	|	65683	|		|	Burmeistera millei (synonym for Burmeistera cyclostigmata)	|	
Erigeron thunbergii subsp. glabratus f. kirigishiensis	|	321516	|		|	Erigeron thunbergii subsp. glabratus f. kirigishiensis (synonym for Erigeron thunbergii f. kirigishiensis)	|	
Hieracium nothum Huter	|	250614	|		|	Hieracium nothum Huter (synonym for Hieracium nothum)	|	
Tripolium frondosum	|	943288	|		|	Tripolium frondosum (synonym for Symphyotrichum frondosum)	|	
Acmella occidentalis	|	72406	|		|	Acmella occidentalis (synonym for Acmella repens)	|	
Cirsium kamtschaticum Ledeb. ex DC.	|	41568	|		|	Cirsium kamtschaticum Ledeb. ex DC. (synonym for Cirsium kamtschaticum)	|	
Hieracium floccosum	|	3897864	|		|	Hieracium floccosum (synonym for Hieracium chaboissaei)	|	
Siphocampylus guatemalensis	|	3893747	|		|	Siphocampylus guatemalensis (synonym for Centropogon cordifolius)	|	
Lightfootia laricifolia	|	3892394	|		|	Lightfootia laricifolia (synonym for Wahlenbergia denticulata)	|	
Lobelia benthamiana	|	3893137	|		|	Lobelia benthamiana (synonym for Lobelia quadrangularis)	|	
Viguiera grammatoglossa	|	905558	|		|	Viguiera grammatoglossa (synonym for Davilanthus hypargyreus)	|	
Pratia angulata (G.Forst.) Hook.f.	|	571547	|		|	Pratia angulata (G.Forst.) Hook.f. (synonym for Pratia angulata)	|	
Lysipomia subulata	|	887870	|		|	Lysipomia subulata (synonym for Lysipomia brachysiphonia)	|	
Ozothamnus bidwillii (Benth.) Anderb.	|	500381	|		|	Ozothamnus bidwillii (Benth.) Anderb. (synonym for Ozothamnus bidwillii)	|	
Baccharoides adoensis (Schultz-Bip. ex Walp.) H.Rob.	|	1019078	|		|	Baccharoides adoensis (Schultz-Bip. ex Walp.) H.Rob. (synonym for Baccharoides adoensis)	|	
Coleosanthus baccharideus	|	3899963	|		|	Coleosanthus baccharideus (synonym for Brickellia baccharidea)	|	
Centaurea atropatana	|	3894427	|		|	Centaurea atropatana (synonym for Psephellus atropatanus)	|	
Lyrolepis diae	|	747604	|		|	Lyrolepis diae (synonym for Carlina diae)	|	
Liatris aestivalis G.L.Nesom & O'Kennon	|	555652	|		|	Liatris aestivalis G.L.Nesom & O'Kennon (synonym for Liatris aestivalis)	|	
Delissea mariana	|	1097612	|		|	Delissea mariana (synonym for Cyanea macrostegia)	|	
Campanula tomensosa	|	954417	|		|	Campanula tomensosa (synonym for Campanula tomentosa)	|	
Troximon elatum	|	106727	|		|	Troximon elatum (synonym for Agoseris heterophylla)	|	
Athanasia annua	|	371821	|		|	Athanasia annua (synonym for Lonas annua)	|	
Packera cana (Hook.) W.A.Weber & A.Love	|	1012396	|		|	Packera cana (Hook.) W.A.Weber & A.Love (synonym for Packera cana)	|	
Xylanthemum rupestre Tzvelev	|	387988	|		|	Xylanthemum rupestre Tzvelev (synonym for Xylanthemum rupestre)	|	
Ozothamnus ledifolius (A.Cunn. ex DC.) Hook.f.	|	596396	|		|	Ozothamnus ledifolius (A.Cunn. ex DC.) Hook.f. (synonym for Ozothamnus ledifolius)	|	
Centaurea croatica	|	242075	|		|	Centaurea croatica (synonym for Centaurea jacea)	|	
Goldmania sarmentosa Greenm.	|	82110	|		|	Goldmania sarmentosa Greenm. (synonym for Goldmanella sarmentosa)	|	
Chamaemelum grisleyi	|	856163	|		|	Chamaemelum grisleyi (synonym for Lepidophorum repandum)	|	
Centrocarpha gracilis	|	837485	|		|	Centrocarpha gracilis (synonym for Rudbeckia hirta)	|	
Melampodium costaricense Stuessy	|	240557	|		|	Melampodium costaricense Stuessy (synonym for Melampodium costaricense)	|	
Tragopogon pratensis L.	|	418348	|		|	Tragopogon pratensis L. (synonym for Tragopogon pratensis)	|	
harebell	|	667590	|		|	harebell (synonym for Campanula rotundifolia)	|	
Saussurea eopygmaea Hand.-Mazz.	|	869865	|		|	Saussurea eopygmaea Hand.-Mazz. (synonym for Saussurea eopygmaea)	|	
Aster depauperatus Fernald	|	919481	|		|	Aster depauperatus Fernald (synonym for Symphyotrichum depauperatum)	|	
Vernonia colorata (Willd.) Drake	|	504285	|		|	Vernonia colorata (Willd.) Drake (synonym for Vernonia colorata)	|	
Hieracium reclinatum	|	3897356	|		|	Hieracium reclinatum (synonym for Hieracium subsimile)	|	
Bidens reptans (L.) G.Don	|	608092	|		|	Bidens reptans (L.) G.Don (synonym for Bidens reptans)	|	
Phagnalon lepineyi	|	394090	|		|	Phagnalon lepineyi (synonym for Aliella ballii)	|	
Petasites fragrans (Vill.) C.Presl	|	926871	|		|	Petasites fragrans (Vill.) C.Presl (synonym for Petasites fragrans)	|	
Neocodon rapunculus	|	600582	|		|	Neocodon rapunculus (synonym for Campanula rapunculus)	|	
Baccharis cephalotes	|	3898898	|		|	Baccharis cephalotes (synonym for Baccharis glomeruliflora)	|	
Gatyona pantocsekii	|	3896651	|		|	Gatyona pantocsekii (synonym for Crepis pantocsekii)	|	
Serratula bracteifolia	|	144433	|		|	Serratula bracteifolia (synonym for Klasea radiata)	|	
Indian elecampane	|	448989	|		|	Indian elecampane (synonym for Inula racemosa)	|	
Merittia benguetensis	|	71743	|		|	Merittia benguetensis (synonym for Merrittia benguetensis)	|	
Senecio pterocaulis	|	76296	|		|	Senecio pterocaulis (synonym for Senecio muirii)	|	
Eupatorium linearifolium	|	394770	|		|	Eupatorium linearifolium (synonym for Eupatorium glaucescens)	|	
Amblyopogon incanescens DC.	|	720626	|		|	Amblyopogon incanescens DC. (synonym for Centaurea inexpectata)	|	
Olgaea Iljin, 1922	|	341873	|		|	Olgaea Iljin, 1922 (synonym for Olgaea)	|	
Xeranthemum australe	|	795397	|		|	Xeranthemum australe (synonym for Xeranthemum cylindraceum)	|	
Argyranthemum crithmifolium	|	839580	|		|	Argyranthemum crithmifolium (synonym for Argyranthemum foeniculaceum)	|	
Mutisiaceae	|	46248	|		|	Mutisiaceae (synonym for Asteraceae)	|	
Agoseris glauca (Pursh) Raf.	|	3898360	|		|	Agoseris glauca (Pursh) Raf. (synonym for Agoseris glauca)	|	
Pseudognaphalium bicolor	|	3898946	|		|	Pseudognaphalium bicolor (synonym for Pseudognaphalium attenuatum)	|	
Aster suffruticosus	|	223468	|		|	Aster suffruticosus (synonym for Ericameria suffruticosa)	|	
Colymbada mariana	|	588091	|		|	Colymbada mariana (synonym for Centaurea mariana)	|	
Dampiera trigona de Vriese	|	329359	|		|	Dampiera trigona de Vriese (synonym for Dampiera trigona)	|	
Hieracium pycnochaetum	|	809689	|		|	Hieracium pycnochaetum (synonym for Hieracium cymosum)	|	
Cirsium pseudolanceolatum	|	597707	|		|	Cirsium pseudolanceolatum (synonym for Cirsium vulgare)	|	
Lapsana crispa	|	353449	|		|	Lapsana crispa (synonym for Lapsana communis)	|	
Hieracium arrectum	|	3897108	|		|	Hieracium arrectum (synonym for Hieracium neyranum)	|	
Dobrowskya thunbergiana	|	3892570	|		|	Dobrowskya thunbergiana (synonym for Monopsis scabra)	|	
Helianthus neglectus Heiser	|	417270	|		|	Helianthus neglectus Heiser (synonym for Helianthus neglectus)	|	
Phyteuma montanum	|	117707	|		|	Phyteuma montanum (synonym for Jasione montana)	|	
Saussurea serrata	|	40100	|		|	Saussurea serrata (synonym for Saussurea parviflora)	|	
Marianthemum sibiricum	|	144927	|		|	Marianthemum sibiricum (synonym for Campanula sibirica)	|	
Dubautia microcephala Skottsb.	|	933310	|		|	Dubautia microcephala Skottsb. (synonym for Dubautia microcephala)	|	
Lobelia erinus L.	|	853593	|		|	Lobelia erinus L. (synonym for Lobelia erinus)	|	
artichoke	|	107841	|		|	artichoke (synonym for Cynara cardunculus var. scolymus)	|	
Doronicum atlanticum Rouy	|	983880	|		|	Doronicum atlanticum Rouy (synonym for Doronicum atlanticum)	|	
Argyranthemum adauctum (Link) Humphries	|	614013	|		|	Argyranthemum adauctum (Link) Humphries (synonym for Argyranthemum adauctum)	|	
Adriatic bellflower	|	965310	|		|	Adriatic bellflower (synonym for Campanula elatines)	|	
Echinops kandaharensis Rech.f. & Koie	|	575555	|		|	Echinops kandaharensis Rech.f. & Koie (synonym for Echinops kandaharensis)	|	
Edraianthus calaminthifolius	|	296788	|		|	Edraianthus calaminthifolius (synonym for Campanula orphanidea)	|	
Arnica rydbergii Greene	|	416930	|		|	Arnica rydbergii Greene (synonym for Arnica rydbergii)	|	
Viguiera simsioides S.F.Blake	|	701335	|		|	Viguiera simsioides S.F.Blake (synonym for Viguiera simsioides)	|	
Cirsium hillii (Canby) Fernald	|	972322	|		|	Cirsium hillii (Canby) Fernald (synonym for Cirsium pumilum var. hillii)	|	
Jasonia lopadusana	|	3899080	|		|	Jasonia lopadusana (synonym for Chiliadenus lopadusanus)	|	
Helianthus tricuspis	|	3899814	|		|	Helianthus tricuspis (synonym for Helianthus laetiflorus)	|	
Hieracioides chrysanthum	|	385996	|		|	Hieracioides chrysanthum (synonym for Crepis chrysantha)	|	
Hirpicium echinus Less.	|	345351	|		|	Hirpicium echinus Less. (synonym for Hirpicium echinus)	|	
Campanula hemschinica	|	27426	|		|	Campanula hemschinica (synonym for Campanula olympica)	|	
Silphium betonicifolia	|	3899894	|		|	Silphium betonicifolia (synonym for Berlandiera betonicifolia)	|	
Microrhynchus aurantiacus	|	865137	|		|	Microrhynchus aurantiacus (synonym for Agoseris aurantiaca)	|	
Laggera alata (D.Don) Sch.Bip. ex Oliv.	|	821315	|		|	Laggera alata (D.Don) Sch.Bip. ex Oliv. (synonym for Laggera alata)	|	
Seriphidium karatavicum (Krasch. & Abolin ex Poljakov) Ling & Y.R.Ling	|	76388	|		|	Seriphidium karatavicum (Krasch. & Abolin ex Poljakov) Ling & Y.R.Ling (synonym for Artemisia karatavica)	|	
Leontodon crispus subsp. bourgaeanus	|	1042248	|		|	Leontodon crispus subsp. bourgaeanus (synonym for Scorzoneroides garnironii)	|	
Solidago arenicola B.R.Keener & Kral	|	3898793	|		|	Solidago arenicola B.R.Keener & Kral (synonym for Solidago arenicola)	|	
Liatris squarrulosa Michx.	|	505572	|		|	Liatris squarrulosa Michx. (synonym for Liatris squarrulosa)	|	
Stevia viscosa	|	1029072	|		|	Stevia viscosa (synonym for Stevia viscida)	|	
Symphyandra cretica	|	1034723	|		|	Symphyandra cretica (synonym for Campanula cretica)	|	
Xanthocephalum amoenum	|	3898435	|		|	Xanthocephalum amoenum (synonym for Amphiachyris amoena)	|	
Hieracium stipitatum	|	854893	|		|	Hieracium stipitatum (synonym for Willemetia stipitata)	|	
Abrotanum viridulum	|	667087	|		|	Abrotanum viridulum (synonym for Artemisia alba)	|	
Linosyris heterophyllus	|	540721	|		|	Linosyris heterophyllus (synonym for Isocoma pluriflora)	|	
Robinsonia gracilis Decne.	|	742146	|		|	Robinsonia gracilis Decne. (synonym for Robinsonia gracilis)	|	
Sinosenecio newcombei (Greene) Janovec & T.M.Barkley	|	238691	|		|	Sinosenecio newcombei (Greene) Janovec & T.M.Barkley (synonym for Sinosenecio newcombei)	|	
Eupatoriophalacron album	|	189995	|		|	Eupatoriophalacron album (synonym for Eclipta prostrata)	|	
Cnicus spathulatus	|	316122	|		|	Cnicus spathulatus (synonym for Cirsium eriophorum)	|	
Senecio tampicanus DC.	|	42130	|		|	Senecio tampicanus DC. (synonym for Packera tampicana)	|	
Centaurea ceccariniana	|	391030	|		|	Centaurea ceccariniana (synonym for Centaurea graeca)	|	
Senecio howellii	|	1012396	|		|	Senecio howellii (synonym for Packera cana)	|	
Achillea glavennae	|	768363	|		|	Achillea glavennae (synonym for Achillea clavennae)	|	
Cineraria maritima (L.) L.	|	103092	|		|	Cineraria maritima (L.) L. (synonym for Jacobaea maritima)	|	
yankeeweed	|	332356	|		|	yankeeweed (synonym for Eupatorium compositifolium)	|	
Campanula peduncularis	|	3892488	|		|	Campanula peduncularis (synonym for Wahlenbergia peduncularis)	|	
Pratia treadwellii	|	974028	|		|	Pratia treadwellii (synonym for Lobelia linnaeoides)	|	
Campanula acutiloba Vatke	|	589996	|		|	Campanula acutiloba Vatke (synonym for Campanula acutiloba)	|	
Jacobaea carniolica subsp. insubrica (Chenevard) Pelser	|	577431	|		|	Jacobaea carniolica subsp. insubrica (Chenevard) Pelser (synonym for Jacobaea carniolica subsp. insubrica)	|	
Rhaponticum berardioides (Batt.) Hidalgo	|	436058	|		|	Rhaponticum berardioides (Batt.) Hidalgo (synonym for Rhaponticum berardioides)	|	
Actinea linearifolia	|	3900035	|		|	Actinea linearifolia (synonym for Tetraneuris linearifolia)	|	
Athrixia capensis Ker Gawl.	|	854647	|		|	Athrixia capensis Ker Gawl. (synonym for Athrixia capensis)	|	
Leucoptera subcarnosa B.Nord.	|	1058483	|		|	Leucoptera subcarnosa B.Nord. (synonym for Leucoptera subcarnosa)	|	
Wahlenbergia virgata Engl.	|	69741	|		|	Wahlenbergia virgata Engl. (synonym for Wahlenbergia virgata)	|	
Tanacetum tenuisectum (Boiss.) Podlech	|	404600	|		|	Tanacetum tenuisectum (Boiss.) Podlech (synonym for Tanacetum tenuisectum)	|	
Lyonnetia rigida	|	678103	|		|	Lyonnetia rigida (synonym for Anthemis rigida)	|	
Adenostyles hybrida	|	1010109	|		|	Adenostyles hybrida (synonym for Adenostyles leucophylla)	|	
Coreopsis ridens	|	86785	|		|	Coreopsis ridens (synonym for Bidens cernua)	|	
Echinops bannaticus Rochel ex Schrad.	|	802161	|		|	Echinops bannaticus Rochel ex Schrad. (synonym for Echinops bannaticus)	|	
Thyrsanthema tomentosum	|	3893965	|		|	Thyrsanthema tomentosum (synonym for Chaptalia albicans)	|	
Boltonia indica	|	608334	|		|	Boltonia indica (synonym for Aster indicus)	|	
Aster velutinus	|	697923	|		|	Aster velutinus (synonym for Solidago velutina)	|	
Tupa infesta	|	3892873	|		|	Tupa infesta (synonym for Lobelia cirsiifolia)	|	
Tetragonothela	|	722725	|		|	Tetragonothela (synonym for Tetragonotheca)	|	
Cyanus woronowii	|	469513	|		|	Cyanus woronowii (synonym for Centaurea woronowii)	|	
Dieteria bigelovii (A.Gray) D.R.Morgan & R.L.Hartm.	|	540737	|		|	Dieteria bigelovii (A.Gray) D.R.Morgan & R.L.Hartm. (synonym for Dieteria bigelovii)	|	
Vernonia lasiopus	|	442624	|		|	Vernonia lasiopus (synonym for Baccharoides lasiopus)	|	
Taraxacum westhoffii	|	3895467	|		|	Taraxacum westhoffii (synonym for Taraxacum palustre)	|	
Erigeron koraginensis (Komarov) Botsch.	|	940366	|		|	Erigeron koraginensis (Komarov) Botsch. (synonym for Erigeron koraginensis)	|	
Agoseris vestita	|	3898360	|		|	Agoseris vestita (synonym for Agoseris glauca)	|	
Cirsium ibukiense	|	365894	|		|	Cirsium ibukiense (synonym for Cirsium japonicum)	|	
Galathenium integrifolium	|	678390	|		|	Galathenium integrifolium (synonym for Lactuca tatarica)	|	
Taraxacum atrovirens	|	3896272	|		|	Taraxacum atrovirens (synonym for Taraxacum hamiferum)	|	
Cirsium utahense	|	81181	|		|	Cirsium utahense (synonym for Cirsium neomexicanum)	|	
Coreopsis woytkowski	|	1057399	|		|	Coreopsis woytkowski (synonym for Coreopsis woytkowskii)	|	
Jurinea pungens Boiss.	|	976402	|		|	Jurinea pungens Boiss. (synonym for Jurinea pungens)	|	
Carduus multijugus	|	3894592	|		|	Carduus multijugus (synonym for Carduus adpressus)	|	
Anthemis grandiflora	|	3899190	|		|	Anthemis grandiflora (synonym for Chrysanthemum x morifolium)	|	
Siphocampylus regelii	|	3893686	|		|	Siphocampylus regelii (synonym for Centropogon ferrugineus)	|	
Centaurea rubriflora	|	262330	|		|	Centaurea rubriflora (synonym for Centaurea salonitana)	|	
Wahlenbergia albomarginata subsp. laxa (G.Simpson) J.A.Petterson	|	810130	|		|	Wahlenbergia albomarginata subsp. laxa (G.Simpson) J.A.Petterson (synonym for Wahlenbergia albomarginata subsp. laxa)	|	
Buphthalmum speciosissimum	|	999371	|		|	Buphthalmum speciosissimum (synonym for Xerolekia speciosissima)	|	
Buphthalmum sagittatum	|	434097	|		|	Buphthalmum sagittatum (synonym for Balsamorhiza sagittata)	|	
Taraxacum macrolepium Schischk.	|	3896152	|		|	Taraxacum macrolepium Schischk. (synonym for Taraxacum macrolepium)	|	
Chrysogonum peruvianum	|	378511	|		|	Chrysogonum peruvianum (synonym for Zinnia peruviana)	|	
Phonus riphaeus	|	3894010	|		|	Phonus riphaeus (synonym for Carthamus rhiphaeus)	|	
Bajacalia tridentata (Benth.) Loockerman, B.L.Turner & R.K.Jansen	|	635783	|		|	Bajacalia tridentata (Benth.) Loockerman, B.L.Turner & R.K.Jansen (synonym for Bajacalia tridentata)	|	
Senecio rydbergii	|	107914	|		|	Senecio rydbergii (synonym for Packera streptanthifolia)	|	
Dicoma fruticosa Compton	|	1046709	|		|	Dicoma fruticosa Compton (synonym for Dicoma fruticosa)	|	
Metalasia confusa Pillans	|	530212	|		|	Metalasia confusa Pillans (synonym for Metalasia confusa)	|	
Burmeistera ramosa	|	3893380	|		|	Burmeistera ramosa (synonym for Burmeistera pallida)	|	
Erigeron phoenicodontus	|	3898684	|		|	Erigeron phoenicodontus (synonym for Erigeron canus)	|	
Delissea molokaiensis	|	3893523	|		|	Delissea molokaiensis (synonym for Cyanea elliptica)	|	
Phyteuma asperum	|	3893558	|		|	Phyteuma asperum (synonym for Asyneuma persicum)	|	
Hieracioides athoum	|	3896672	|		|	Hieracioides athoum (synonym for Crepis athoa)	|	
Taraxacum pacheri	|	524978	|		|	Taraxacum pacheri (synonym for Taraxacum)	|	
Anaphalis japonica	|	592636	|		|	Anaphalis japonica (synonym for Anaphalis margaritacea)	|	
Chamaemelum vulgare	|	145582	|		|	Chamaemelum vulgare (synonym for Matricaria chamomilla)	|	
Carlina taurica	|	1066139	|		|	Carlina taurica (synonym for Carlina vulgaris)	|	
Aracium aureum	|	47230	|		|	Aracium aureum (synonym for Crepis aurea)	|	
Crepis intermedia var. pleurocarpa (A.Gray) A.Gray	|	661427	|		|	Crepis intermedia var. pleurocarpa (A.Gray) A.Gray (synonym for Crepis pleurocarpa)	|	
Pleiogyne anthemoides	|	3899107	|		|	Pleiogyne anthemoides (synonym for Cotula anthemoides)	|	
Andryala lyrata	|	151036	|		|	Andryala lyrata (synonym for Andryala ragusina)	|	
Senecio correvonianus	|	3899538	|		|	Senecio correvonianus (synonym for Dolichorrhiza correvoniana)	|	
Ligularia kaempferi	|	619957	|		|	Ligularia kaempferi (synonym for Farfugium japonicum)	|	
Filago microcephala	|	1096340	|		|	Filago microcephala (synonym for Filago micropodioides)	|	
Solanecio (Sch.Bip.) Walp.	|	168414	|		|	Solanecio (Sch.Bip.) Walp. (synonym for Solanecio)	|	
Aster hemisphericus Alexander	|	962239	|		|	Aster hemisphericus Alexander (synonym for Eurybia hemispherica)	|	
Pseudognaphalium luteo-album	|	7333	|		|	Pseudognaphalium luteo-album (synonym for Pseudognaphalium luteoalbum)	|	
Stylidium adnatum R.Br.	|	509261	|		|	Stylidium adnatum R.Br. (synonym for Stylidium adnatum)	|	
Scorzonera popovii	|	1019998	|		|	Scorzonera popovii (synonym for Takhtajaniantha pusilla)	|	
Achillea lanulosa	|	26031	|		|	Achillea lanulosa (synonym for Achillea millefolium var. lanulosa)	|	
Crepis sagittata	|	674067	|		|	Crepis sagittata (synonym for Crepis conyzifolia)	|	
Haplopappus engelmannii	|	290588	|		|	Haplopappus engelmannii (synonym for Oonopsis engelmannii)	|	
Liabum asclepiadeum Sch.Bip.	|	751114	|		|	Liabum asclepiadeum Sch.Bip. (synonym for Liabum asclepiadeum)	|	
Eupatorium saltuense	|	971144	|		|	Eupatorium saltuense (synonym for Eupatorium altissimum)	|	
Artemisia incanescens	|	667087	|		|	Artemisia incanescens (synonym for Artemisia alba)	|	
Cineraria papposa	|	3899387	|		|	Cineraria papposa (synonym for Tephroseris papposa)	|	
Symphyotrichum patens (Aiton) G.L.Nesom	|	336699	|		|	Symphyotrichum patens (Aiton) G.L.Nesom (synonym for Symphyotrichum patens)	|	
Cacalia graciliflora Wall., nom. nud.	|	109674	|		|	Cacalia graciliflora Wall., nom. nud. (synonym for Senecio graciliflorus)	|	
Sonchus spinulifoius	|	761937	|		|	Sonchus spinulifoius (synonym for Sonchus asper)	|	
Senecio kirghisicus	|	740244	|		|	Senecio kirghisicus (synonym for Jacobaea kirghisica)	|	
Jacobaea paludosa subsp. lanata (Holub) B.Nord. & Greuter	|	165660	|		|	Jacobaea paludosa subsp. lanata (Holub) B.Nord. & Greuter (synonym for Jacobaea paludosa subsp. lanata)	|	
Bothriocline Oliv. ex Benth.	|	452500	|		|	Bothriocline Oliv. ex Benth. (synonym for Bothriocline)	|	
Filago nevadensis (Boiss.) Wagenitz & Greuter	|	569732	|		|	Filago nevadensis (Boiss.) Wagenitz & Greuter (synonym for Filago nevadensis)	|	
Lipochaeta perdita	|	3899780	|		|	Lipochaeta perdita (synonym for Melanthera perdita)	|	
Blainvillea acmella (L.) Philipson	|	947138	|		|	Blainvillea acmella (L.) Philipson (synonym for Blainvillea acmella)	|	
Achyrocline (Less.) DC.	|	531786	|		|	Achyrocline (Less.) DC. (synonym for Achyrocline)	|	
Chrysopsis jonesii	|	3898463	|		|	Chrysopsis jonesii (synonym for Heterotheca jonesii)	|	
Centaurea derderiifolia Wagenitz	|	202728	|		|	Centaurea derderiifolia Wagenitz (synonym for Centaurea derderiifolia)	|	
Campanula monantha	|	953245	|		|	Campanula monantha (synonym for Campanula scheuchzeri)	|	
Oedera squarrosa (L.) Anderb. & K.Bremer	|	280115	|		|	Oedera squarrosa (L.) Anderb. & K.Bremer (synonym for Oedera squarrosa)	|	
Chrysanthemum naktongense	|	7187	|		|	Chrysanthemum naktongense (synonym for Chrysanthemum zawadskii subsp. naktongense)	|	
Chrysanthemum naktongense	|	228065	|		|	Chrysanthemum naktongense (synonym for Chrysanthemum zawadskii)	|	
Cousinia korolkowii	|	622004	|		|	Cousinia korolkowii (synonym for Arctium korolkowii)	|	
Symphyotrichum laeve (L.) A.Love & D.Love	|	3898562	|		|	Symphyotrichum laeve (L.) A.Love & D.Love (synonym for Symphyotrichum laeve)	|	
Cacalia sessiliflora	|	3898395	|		|	Cacalia sessiliflora (synonym for Lepidaploa remotiflora)	|	
Centaurea incana	|	262336	|		|	Centaurea incana (synonym for Centaurea pubescens)	|	
Centaurea abdelkaderi	|	262336	|		|	Centaurea abdelkaderi (synonym for Centaurea pubescens)	|	
Campanula evolvulacea Royle ex A.DC	|	1016771	|		|	Campanula evolvulacea Royle ex A.DC (synonym for Campanula evolvulacea)	|	
Carthamus cyaneus	|	1015801	|		|	Carthamus cyaneus (synonym for Stokesia laevis)	|	
Mausolea Poljakov	|	274433	|		|	Mausolea Poljakov (synonym for Mausolea)	|	
Phagnalon harazianum Deflers	|	618459	|		|	Phagnalon harazianum Deflers (synonym for Phagnalon harazianum)	|	
Anthemis orbelica Pancic	|	154881	|		|	Anthemis orbelica Pancic (synonym for Anthemis orbelica)	|	
Aster riciniatus	|	487162	|		|	Aster riciniatus (synonym for Eurybia macrophylla)	|	
Pseudoclappia Rydb.	|	811876	|		|	Pseudoclappia Rydb. (synonym for Pseudoclappia)	|	
Lactuca tephrocarpa	|	104466	|		|	Lactuca tephrocarpa (synonym for Lactuca serriola)	|	
Tanacetum dumosum Boiss.	|	897522	|		|	Tanacetum dumosum Boiss. (synonym for Tanacetum dumosum)	|	
Eclipta alba (L.) Hassk.	|	189995	|		|	Eclipta alba (L.) Hassk. (synonym for Eclipta prostrata)	|	
Solidago pallescens	|	3898777	|		|	Solidago pallescens (synonym for Solidago brachyphylla)	|	
Wahlenbergia macra	|	961819	|		|	Wahlenbergia macra (synonym for Wahlenbergia ecklonii)	|	
Senecio petasioides Greenm.	|	563005	|		|	Senecio petasioides Greenm. (synonym for Roldana petasitis)	|	
Clibadium caudatum	|	3899788	|		|	Clibadium caudatum (synonym for Clibadium sylvestre)	|	
Balsamita annua	|	3899201	|		|	Balsamita annua (synonym for Tanacetum annuum)	|	
Lightfootia buekii	|	3892487	|		|	Lightfootia buekii (synonym for Wahlenbergia thunbergii)	|	
Cirsium castellanum	|	3894697	|		|	Cirsium castellanum (synonym for Cirsium pyrenaicum)	|	
Campanula scouleri Hook. ex A.DC.	|	635012	|		|	Campanula scouleri Hook. ex A.DC. (synonym for Campanula scouleri)	|	
Heywoodiella oligocephala	|	388991	|		|	Heywoodiella oligocephala (synonym for Hypochaeris oligocephala)	|	
Cirsium wiedemanni	|	3894648	|		|	Cirsium wiedemanni (synonym for Cirsium hypoleucum)	|	
Campanula minsteriana	|	453433	|		|	Campanula minsteriana (synonym for Campanula hakkiarica)	|	
Lobelia inflata L.	|	618368	|		|	Lobelia inflata L. (synonym for Lobelia inflata)	|	
Gnaphalium callichrysum	|	3899010	|		|	Gnaphalium callichrysum (synonym for Helichrysum callichrysum)	|	
Carduus inermis	|	82717	|		|	Carduus inermis (synonym for Klasea centauroides)	|	
Brachycome smithwhitei	|	403228	|		|	Brachycome smithwhitei (synonym for Brachyscome smithwhitei)	|	
Hieracium alpestre	|	674079	|		|	Hieracium alpestre (synonym for Crepis alpestris)	|	
Fleischmannia sideritides (Benth. ex Oerst.) R.M.King & H.Rob.	|	782557	|		|	Fleischmannia sideritides (Benth. ex Oerst.) R.M.King & H.Rob. (synonym for Fleischmannia sideritides)	|	
Campanula aspera	|	3893558	|		|	Campanula aspera (synonym for Asyneuma persicum)	|	
Cnicus affghanicus	|	27249	|		|	Cnicus affghanicus (synonym for Cirsium acaule)	|	
Delissea aurantiaca	|	970552	|		|	Delissea aurantiaca (synonym for Cyanea floribunda)	|	
Oligoneuron nitidum (Torr. & A.Gray) Small	|	414834	|		|	Oligoneuron nitidum (Torr. & A.Gray) Small (synonym for Solidago nitida)	|	
Willemetia apargioides	|	854893	|		|	Willemetia apargioides (synonym for Willemetia stipitata)	|	
Cineraria korabensis	|	63649	|		|	Cineraria korabensis (synonym for Tephroseris integrifolia)	|	
Campanula filicaulis subsp. embergeri (Litard. & Maire) Dobignard	|	3893246	|		|	Campanula filicaulis subsp. embergeri (Litard. & Maire) Dobignard (synonym for Campanula embergeri)	|	
Dortmanna chamaedrifolia	|	3892919	|		|	Dortmanna chamaedrifolia (synonym for Lobelia chamaedryfolia)	|	
Anthemis neilreichii	|	183075	|		|	Anthemis neilreichii (synonym for Anthemis ruthenica)	|	
Krigia leptophylla	|	732244	|		|	Krigia leptophylla (synonym for Krigia virginica)	|	
Cenocline globifera	|	3899152	|		|	Cenocline globifera (synonym for Oncosiphon piluliferum)	|	
Stylocline amphiloba	|	5144376	|		|	Stylocline amphiloba (synonym for Micropus amphibolus)	|	
Perdicium laevigatum	|	900758	|		|	Perdicium laevigatum (synonym for Trixis inula)	|	
