uid	|	parent_uid	|	name	|	rank	|	sourceinfo	|	uniqname	|	flags	|	
414	|		|	Asterales	|	order	|		|		|		|	
6756	|	414	|	Calyceraceae	|	family	|		|		|		|	
3170563	|	6756	|	Calycera	|	genus	|		|		|		|	
3906772	|	3170563	|	Calycera integrifolia	|	species	|		|		|		|	
8282822	|	3170563	|	Calycera foliosa	|	species	|		|		|		|	
3906718	|	3170563	|	Calycera leucanthema	|	species	|		|		|		|	
7274571	|	3170563	|	Calycera pulvinata	|	species	|		|		|		|	
3906747	|	3170563	|	Calycera intermedia	|	species	|		|		|		|	
7274546	|	3170563	|	Calycera herbacea	|	species	|		|		|		|	
3906702	|	3170563	|	Calycera calcitrapa	|	species	|		|		|		|	
3906759	|	3170563	|	Calycera integrifolla	|	species	|		|		|		|	
3906715	|	3170563	|	Calycera boopidea	|	species	|		|		|		|	
7274567	|	3170563	|	Calycera crassifolia	|	species	|		|		|		|	
3906741	|	3170563	|	Calycera involucrata	|	species	|		|		|		|	
3906754	|	3170563	|	Calycera tenuifolia	|	species	|		|		|		|	
3906783	|	3170563	|	Calycera horrida	|	species	|		|		|		|	
7274565	|	3170563	|	Calycera sessiliflora	|	species	|		|		|		|	
3906840	|	3170563	|	Calycera eryngioides	|	species	|		|		|		|	
7274538	|	3170563	|	Calycera sympaganthera	|	species	|		|		|		|	
7274506	|	6756	|	Gamocarpha	|	genus	|		|		|		|	
7274524	|	7274506	|	Gamocarpha dentata	|	species	|		|		|		|	
3906867	|	7274506	|	Gamocarpha polycephala	|	species	|		|		|		|	
7274516	|	7274506	|	Gamocarpha gilliesii	|	species	|		|		|		|	
3906855	|	7274506	|	Gamocarpha pumila	|	species	|		|		|		|	
3906807	|	7274506	|	Gamocarpha alpina	|	species	|		|		|		|	
7274550	|	7274506	|	Gamocarpha selliana	|	species	|		|		|		|	
3906789	|	7274506	|	Gamocarpha zelliana	|	species	|		|		|		|	
3170561	|	6756	|	Acicarpha	|	genus	|		|		|		|	
3906801	|	3170561	|	Acicarpha obtusisepala	|	species	|		|		|		|	
7274518	|	3170561	|	Acicarpha spathulata	|	species	|		|		|		|	
3170562	|	3170561	|	Acicarpha tribuloides	|	species	|		|		|		|	
3906863	|	3170561	|	Acicarpha bonariensis	|	species	|		|		|		|	
3906728	|	3170561	|	Acicarpha runcinata	|	species	|		|		|		|	
7274534	|	3170561	|	Acicarpha procumbens	|	species	|		|		|		|	
7274507	|	6756	|	Boopis	|	genus	|		|		|		|	
7940675	|	7274507	|	Boopis bupleuroides	|	species	|		|		|		|	
7274532	|	7274507	|	Boopis agglomerata	|	species	|		|		|		|	
3906810	|	7274507	|	Boopis filifolia	|	species	|		|		|		|	
7516365	|	7274507	|	Boopis necronensis	|	species	|		|		|		|	
3906686	|	7274507	|	Boopis itatiaiae	|	species	|		|		|		|	
3906695	|	7274507	|	Boopis pusilla	|	species	|		|		|		|	
7274526	|	7274507	|	Boopis graminea	|	species	|		|		|		|	
7672565	|	7274507	|	Boopis pterocalyx	|	species	|		|		|		|	
3906744	|	7274507	|	Boopis patagonia	|	species	|		|		|		|	
3906692	|	7274507	|	Boopis castillonii	|	species	|		|		|		|	
7274530	|	7274507	|	Boopis gracilis	|	species	|		|		|		|	
3906884	|	7274507	|	Boopis jurgensii	|	species	|		|		|		|	
7659372	|	7274507	|	Boopis prichardii	|	species	|		|		|		|	
3906737	|	7274507	|	Boopis patagonica	|	species	|		|		|		|	
3906892	|	7274507	|	Boopis juergensii	|	species	|		|		|		|	
3906882	|	7274507	|	Boopis chubutensis	|	species	|		|		|		|	
7362739	|	7274507	|	Boopis australis	|	species	|		|		|		|	
3906682	|	7274507	|	Boopis raffaellii	|	species	|		|		|		|	
7274508	|	7274507	|	Boopis anthemoides	|	species	|		|		|		|	
7274544	|	7274507	|	Boopis multicaulis	|	species	|		|		|		|	
7274513	|	6756	|	Moschopsis	|	genus	|		|		|		|	
7724069	|	7274513	|	Moschopsis caleofuensis	|	species	|		|		|		|	
3906846	|	7274513	|	Moschopsis trilobata	|	species	|		|		|		|	
3906723	|	7274513	|	Moschopsis ameghinoi	|	species	|		|		|		|	
3906690	|	7274513	|	Moschopsis monocephala	|	species	|		|		|		|	
7417316	|	7274513	|	Moschopsis leyboldii	|	species	|		|		|		|	
3906864	|	7274513	|	Moschopsis subandina	|	species	|		|		|		|	
8160351	|	7274513	|	Moschopsis rosulata	|	species	|		|		|		|	
7274511	|	6756	|	Nastanthus	|	genus	|		|		|		|	
7440978	|	7274511	|	Nastanthus diazi	|	species	|		|		|		|	
3906871	|	7274511	|	Nastanthus compactus	|	species	|		|		|		|	
3906684	|	7274511	|	Nastanthus caespitosus	|	species	|		|		|		|	
3906784	|	7274511	|	Nastanthus patagonicus	|	species	|		|		|		|	
3906800	|	7274511	|	Nastanthus miersii	|	species	|		|		|		|	
7274528	|	7274511	|	Nastanthus spathulatus	|	species	|		|		|		|	
3906851	|	7274511	|	Nastanthus falklandicus	|	species	|		|		|		|	
3906752	|	7274511	|	Nastanthus scapigerus	|	species	|		|		|		|	
3906878	|	7274511	|	Nastanthus chubutensis	|	species	|		|		|		|	
7274540	|	7274511	|	Nastanthus agglomeratus	|	species	|		|		|		|	
3789900	|	414	|	Argophyllaceae	|	family	|		|		|		|	
8189787	|	3789900	|	Corokia	|	genus	|		|		|		|	
3932888	|	8189787	|	Corokia collenettei	|	species	|		|		|		|	
3932838	|	8189787	|	Corokia ×virgata	|	species	|		|		|		|	
3932943	|	8189787	|	Corokia budcotonea	|	species	|		|		|		|	
3932819	|	8189787	|	Corokia whiteana	|	species	|		|		|		|	
3932860	|	8189787	|	Corokia macrocarpa	|	species	|		|		|		|	
3932914	|	8189787	|	Corokia carpodetoides	|	species	|		|		|		|	
4927547	|	8189787	|	Corokia buddleioides	|	species	|		|		|		|	
3932870	|	8189787	|	Corokia cotoneaster	|	species	|		|		|		|	
7841378	|	3789900	|	Argophyllum	|	genus	|		|		|		|	
3932543	|	7841378	|	Argophyllum vernicosum	|	species	|		|		|		|	
3932726	|	7841378	|	Argophyllum cryptophlebum	|	species	|		|		|		|	
3932651	|	7841378	|	Argophyllum montanum	|	species	|		|		|		|	
3932684	|	7841378	|	Argophyllum laxum	|	species	|		|		|		|	
3932551	|	7841378	|	Argophyllum verae	|	species	|		|		|		|	
7776343	|	7841378	|	Argophyllum lejourdanii	|	species	|		|		|		|	
3932705	|	7841378	|	Argophyllum grunowii	|	species	|		|		|		|	
3932747	|	7841378	|	Argophyllum brevipetalum	|	species	|		|		|		|	
3932630	|	7841378	|	Argophyllum nitidum	|	species	|		|		|		|	
3932715	|	7841378	|	Argophyllum ellipticum	|	species	|		|		|		|	
3932606	|	7841378	|	Argophyllum nullumense	|	species	|		|		|		|	
3932771	|	7841378	|	Argophyllum acinetochromum	|	species	|		|		|		|	
3932738	|	7841378	|	Argophyllum brevistylum	|	species	|		|		|		|	
3932694	|	7841378	|	Argophyllum latifolium	|	species	|		|		|		|	
6070956	|	414	|	Compositae	|	family	|		|		|		|	
7339042	|	6070956	|	Onopyxus	|	genus	|		|		|		|	
4255912	|	7339042	|	Onopyxus carlinifolius	|	species	|		|		|		|	
7339023	|	6070956	|	Lavenia	|	genus	|		|		|		|	
7367924	|	7339023	|	Lavenia divaricata	|	species	|		|		|		|	
7337187	|	6070956	|	Eclopes	|	genus	|		|		|		|	
3111685	|	7337187	|	Eclopes decussata	|	species	|		|		|		|	
4226114	|	7337187	|	Eclopes genistifolia	|	species	|		|		|		|	
7525349	|	6070956	|	Dendroviguiera	|	genus	|		|		|	barren	|	
3105460	|	6070956	|	Kerneria	|	genus	|		|		|		|	
5694283	|	3105460	|	Kerneria ferulifolia	|	species	|		|		|		|	
7629145	|	6070956	|	Argyrocome	|	genus	|		|		|		|	
5700026	|	7629145	|	Argyrocome anthemodes	|	species	|		|		|		|	
5700011	|	7629145	|	Argyrocome exigua	|	species	|		|		|		|	
3232162	|	6070956	|	Polyacantha	|	genus	|		|		|		|	
5696541	|	3232162	|	Polyacantha acaulos	|	species	|		|		|		|	
7337313	|	6070956	|	Micrelium	|	genus	|		|		|		|	
4229053	|	7337313	|	Micrelium tolax	|	species	|		|		|		|	
8271876	|	6070956	|	Calimeris	|	genus	|		|		|	barren	|	
8373142	|	6070956	|	Turczaninowia	|	genus	|		|		|	barren	|	
3092618	|	6070956	|	Vasquezia	|	genus	|		|		|		|	
4255445	|	3092618	|	Vasquezia titacacensis	|	species	|		|		|		|	
7336343	|	6070956	|	Ptilostephium	|	genus	|		|		|		|	
7888461	|	7336343	|	Ptilostephium coronopifolium	|	species	|		|		|		|	
7337876	|	6070956	|	Styloncerus	|	genus	|		|		|		|	
4238383	|	7337876	|	Styloncerus myosurodes	|	species	|		|		|		|	
7616385	|	6070956	|	Thyrsanthema	|	genus	|		|		|		|	
4215184	|	7616385	|	Thyrsanthema pilosellodes	|	species	|		|		|		|	
7641073	|	6070956	|	Haxtonia	|	genus	|		|		|		|	
4255695	|	7641073	|	Haxtonia foliosa	|	species	|		|		|		|	
4216677	|	6070956	|	Triptilium	|	genus	|		|		|	barren	|	
7486469	|	6070956	|	Kyrstenia	|	genus	|		|		|		|	
4214524	|	7486469	|	Kyrstenia aborginum	|	species	|		|		|		|	
4214146	|	7486469	|	Kyrstenia koelliifolia	|	species	|		|		|		|	
4214140	|	7486469	|	Kyrstenia koellioefolia	|	species	|		|		|		|	
4214227	|	7486469	|	Kyrstenia euonymifolia	|	species	|		|		|		|	
7552137	|	6070956	|	Edwartiothamnus	|	genus	|		|		|	barren	|	
6301513	|	6070956	|	Senecioneae	|	no rank - terminal	|		|		|		|	
7336951	|	6070956	|	Epiclinastrum	|	genus	|		|		|		|	
4222528	|	7336951	|	Epiclinastrum condollei	|	species	|		|		|		|	
4238671	|	6070956	|	Aplopappus	|	genus	|		|		|		|	
8099854	|	4238671	|	Aplopappus linearifolius	|	species	|		|		|		|	
7338273	|	6070956	|	Crocodilodes	|	genus	|		|		|		|	
4243545	|	7338273	|	Crocodilodes gorterodes	|	species	|		|		|		|	
7337021	|	6070956	|	Heleniastrum	|	genus	|		|		|		|	
4254724	|	7337021	|	Heleniastrum amphilobum	|	species	|		|		|		|	
7336084	|	6070956	|	Rancagua	|	genus	|		|		|		|	
4209466	|	7336084	|	Rancagua fevillei	|	species	|		|		|		|	
8262441	|	6070956	|	Cyathopappus	|	genus	|		|		|		|	
5701592	|	8262441	|	Cyathopappus gnephosoides	|	species	|		|		|		|	
6102576	|	6070956	|	Heliantheae	|	no rank - terminal	|		|		|		|	
7338436	|	6070956	|	Baccharodes	|	genus	|		|		|		|	
4246226	|	7338436	|	Baccharodes brachylepis	|	species	|		|		|		|	
4246223	|	7338436	|	Baccharodes frutescens	|	species	|		|		|		|	
4246216	|	7338436	|	Baccharodes molle	|	species	|		|		|		|	
4246185	|	7338436	|	Baccharodes violaceum	|	species	|		|		|		|	
4246207	|	7338436	|	Baccharodes pedunculatum	|	species	|		|		|		|	
4246200	|	7338436	|	Baccharodes punctatum	|	species	|		|		|		|	
4246194	|	7338436	|	Baccharodes reticulatum	|	species	|		|		|		|	
4246212	|	7338436	|	Baccharodes muticum	|	species	|		|		|		|	
4246202	|	7338436	|	Baccharodes phyllolaenum	|	species	|		|		|		|	
4246219	|	7338436	|	Baccharodes holtonii	|	species	|		|		|		|	
7992903	|	6070956	|	Roccardia	|	genus	|		|		|		|	
5691235	|	7992903	|	Roccardia rosea	|	species	|		|		|		|	
5691243	|	7992903	|	Roccardia humboldtiana	|	species	|		|		|		|	
8653381	|	7992903	|	Roccardia manglesii	|	species	|		|		|		|	
8264019	|	6070956	|	Inkaliabum	|	genus	|		|		|	barren	|	
7336774	|	6070956	|	Montagnaea	|	genus	|		|		|		|	
4219829	|	7336774	|	Montagnaea tomentosa	|	species	|		|		|		|	
4219824	|	7336774	|	Montagnaea trilobata	|	species	|		|		|		|	
4219876	|	7336774	|	Montagnaea excelsa	|	species	|		|		|		|	
4219842	|	7336774	|	Montagnaea ovalifolia	|	species	|		|		|		|	
4219856	|	7336774	|	Montagnaea heterophylla	|	species	|		|		|		|	
4219893	|	7336774	|	Montagnaea arborescens	|	species	|		|		|		|	
4219845	|	7336774	|	Montagnaea karvinskii	|	species	|		|		|		|	
4219864	|	7336774	|	Montagnaea grandiflora	|	species	|		|		|		|	
4219889	|	7336774	|	Montagnaea atriplicifolia	|	species	|		|		|		|	
4219860	|	7336774	|	Montagnaea heracleifolia	|	species	|		|		|		|	
4219832	|	7336774	|	Montagnaea speciosa	|	species	|		|		|		|	
4219839	|	7336774	|	Montagnaea purpurea	|	species	|		|		|		|	
6302541	|	6070956	|	Vernonieae	|	no rank - terminal	|		|		|		|	
7443219	|	6070956	|	Launaya	|	genus	|		|		|		|	
4255582	|	7443219	|	Launaya resediflia	|	species	|		|		|		|	
4255605	|	7443219	|	Launaya angustifolius	|	species	|		|		|		|	
4255597	|	7443219	|	Launaya fallax	|	species	|		|		|		|	
4255566	|	7443219	|	Launaya tenuiloba	|	species	|		|		|		|	
4255587	|	7443219	|	Launaya pumila	|	species	|		|		|		|	
7336155	|	6070956	|	Haenelia	|	genus	|		|		|		|	
4210563	|	7336155	|	Haenelia lychnttis	|	species	|		|		|		|	
7835362	|	6070956	|	Stephanbeckia	|	genus	|		|		|	barren	|	
4908360	|	6070956	|	Paneroa	|	genus	|		|		|	barren	|	
7338046	|	6070956	|	Panargyrus	|	genus	|		|		|		|	
4248195	|	7338046	|	Panargyrus spinosus	|	species	|		|		|		|	
4248247	|	7338046	|	Panargyrus diazi	|	species	|		|		|		|	
4248240	|	7338046	|	Panargyrus heteraphyllus	|	species	|		|		|		|	
4248190	|	7338046	|	Panargyrus subspinosum	|	species	|		|		|		|	
4248215	|	7338046	|	Panargyrus oligocephalus	|	species	|		|		|		|	
7338585	|	7338046	|	Panargyrus abbreviatus	|	species	|		|		|		|	
4248229	|	7338046	|	Panargyrus latifolium	|	species	|		|		|		|	
4248244	|	7338046	|	Panargyrus glomeratus	|	species	|		|		|		|	
4248236	|	7338046	|	Panargyrus heterophyllum	|	species	|		|		|		|	
4248220	|	7338046	|	Panargyrus laxum	|	species	|		|		|		|	
4248259	|	7338046	|	Panargyrus densifolius	|	species	|		|		|		|	
4248264	|	7338046	|	Panargyrus darwinii	|	species	|		|		|		|	
4240592	|	7338046	|	Panargyrus uniflorum	|	species	|		|		|		|	
4248212	|	7338046	|	Panargyrus pectinatum	|	species	|		|		|		|	
4248233	|	7338046	|	Panargyrus lagascae	|	species	|		|		|		|	
3120439	|	6070956	|	Osmia	|	genus	|		|		|		|	
5704848	|	3120439	|	Osmia bartsiifolia	|	species	|		|		|		|	
7730418	|	3120439	|	Osmia ivifolia	|	species	|		|		|		|	
5704795	|	3120439	|	Osmia heteroclinia	|	species	|		|		|		|	
5704702	|	3120439	|	Osmia tozziifolia	|	species	|		|		|		|	
3100800	|	6070956	|	Distasis	|	genus	|		|		|		|	
5699654	|	3100800	|	Distasis concenna	|	species	|		|		|		|	
7336123	|	6070956	|	Ogiera	|	genus	|		|		|		|	
4209863	|	7336123	|	Ogiera triplinervia	|	species	|		|		|		|	
7337091	|	6070956	|	Xeroloma	|	genus	|		|		|		|	
4224202	|	7337091	|	Xeroloma foetidum	|	species	|		|		|		|	
7335872	|	6070956	|	Ridan	|	genus	|		|		|	barren	|	
7337380	|	6070956	|	Menomphalus	|	genus	|		|		|		|	
4230303	|	7337380	|	Menomphalus chouletteana	|	species	|		|		|		|	
7926296	|	6070956	|	Mantagnaea	|	genus	|		|		|	barren	|	
7447592	|	6070956	|	Hainanecio	|	genus	|		|		|	barren	|	
7784951	|	6070956	|	Klenzea	|	genus	|		|		|		|	
7810259	|	7784951	|	Klenzea abyssinica	|	species	|		|		|		|	
8399574	|	6070956	|	Calycites	|	genus	|		|		|		|	
4983672	|	8399574	|	Calycites mikanoides	|	species	|		|		|		|	
7336879	|	6070956	|	Jacobaeastrum	|	genus	|		|		|		|	
4221339	|	7336879	|	Jacobaeastrum pinifolium	|	species	|		|		|		|	
4924760	|	6070956	|	Atherotoma	|	genus	|		|		|	barren	|	
6443326	|	6070956	|	Aegialophila	|	genus	|		|		|		|	
4208199	|	6443326	|	Aegialophila pumila	|	species	|		|		|		|	
7338988	|	6070956	|	Heleastrum	|	genus	|		|		|		|	
8643956	|	7338988	|	Heleastrum hemisphericum	|	species	|		|		|		|	
4236536	|	6070956	|	Dicrocephala	|	genus	|		|		|	barren	|	
7370609	|	6070956	|	Lipotriche	|	genus	|		|		|		|	
4240492	|	7370609	|	Lipotriche brownei	|	species	|		|		|		|	
7337205	|	6070956	|	Pleiogyne	|	genus	|		|		|		|	
4226530	|	7337205	|	Pleiogyne microcephala	|	species	|		|		|		|	
7336636	|	6070956	|	Acarphaea	|	genus	|		|		|		|	
4217639	|	7336636	|	Acarphaea artemesiifolia	|	species	|		|		|		|	
7337310	|	6070956	|	Microcephalum	|	genus	|		|		|		|	
4228980	|	7337310	|	Microcephalum ehrenbergianum	|	species	|		|		|		|	
3232246	|	6070956	|	Polycantha	|	genus	|		|		|		|	
5696398	|	3232246	|	Polycantha crispus	|	species	|		|		|		|	
5696394	|	3232246	|	Polycantha palustris	|	species	|		|		|		|	
5696401	|	3232246	|	Polycantha acanthoides	|	species	|		|		|		|	
7336026	|	6070956	|	Hieraciodes	|	genus	|		|		|		|	
4238072	|	7336026	|	Hieraciodes tectorum	|	species	|		|		|		|	
4238492	|	7336026	|	Hieraciodes creticum	|	species	|		|		|		|	
4238322	|	7336026	|	Hieraciodes kotschyanum	|	species	|		|		|		|	
4238273	|	7336026	|	Hieraciodes montanum	|	species	|		|		|		|	
4238174	|	7336026	|	Hieraciodes reuterianum	|	species	|		|		|		|	
4238153	|	7336026	|	Hieraciodes ruprechtii	|	species	|		|		|		|	
4238488	|	7336026	|	Hieraciodes croceum	|	species	|		|		|		|	
4238104	|	7336026	|	Hieraciodes spathulatum	|	species	|		|		|		|	
4238165	|	7336026	|	Hieraciodes rubrum	|	species	|		|		|		|	
4238043	|	7336026	|	Hieraciodes vesicarium	|	species	|		|		|		|	
4238386	|	7336026	|	Hieraciodes heterotrichum	|	species	|		|		|		|	
4238230	|	7336026	|	Hieraciodes oreades	|	species	|		|		|		|	
4238610	|	7336026	|	Hieraciodes aculeatum	|	species	|		|		|		|	
4238542	|	7336026	|	Hieraciodes caucasicum	|	species	|		|		|		|	
4238196	|	7336026	|	Hieraciodes pulmonariifolium	|	species	|		|		|		|	
4238177	|	7336026	|	Hieraciodes raulinii	|	species	|		|		|		|	
4238252	|	7336026	|	Hieraciodes newii	|	species	|		|		|		|	
4238214	|	7336026	|	Hieraciodes praemorsum	|	species	|		|		|		|	
4238448	|	7336026	|	Hieraciodes elbrusense	|	species	|		|		|		|	
4238433	|	7336026	|	Hieraciodes fallax	|	species	|		|		|		|	
4238183	|	7336026	|	Hieraciodes racemiferum	|	species	|		|		|		|	
4238314	|	7336026	|	Hieraciodes latiale	|	species	|		|		|		|	
4238055	|	7336026	|	Hieraciodes triasii	|	species	|		|		|		|	
4238336	|	7336026	|	Hieraciodes khorassanicum	|	species	|		|		|		|	
4238265	|	7336026	|	Hieraciodes multiflorum	|	species	|		|		|		|	
4238481	|	7336026	|	Hieraciodes crocifolium	|	species	|		|		|		|	
4238228	|	7336026	|	Hieraciodes paludosum	|	species	|		|		|		|	
4238569	|	7336026	|	Hieraciodes athoum	|	species	|		|		|		|	
4238597	|	7336026	|	Hieraciodes albidum	|	species	|		|		|		|	
4238059	|	7336026	|	Hieraciodes tingitanum	|	species	|		|		|		|	
4238086	|	7336026	|	Hieraciodes strictum	|	species	|		|		|		|	
4238591	|	7336026	|	Hieraciodes alpinum	|	species	|		|		|		|	
4238376	|	7336026	|	Hieraciodes hierosolymitanum	|	species	|		|		|		|	
4238276	|	7336026	|	Hieraciodes molle	|	species	|		|		|		|	
4238098	|	7336026	|	Hieraciodes stenoma	|	species	|		|		|		|	
4238256	|	7336026	|	Hieraciodes neglectum	|	species	|		|		|		|	
4238441	|	7336026	|	Hieraciodes elegans	|	species	|		|		|		|	
4238549	|	7336026	|	Hieraciodes burenianum	|	species	|		|		|		|	
4238412	|	7336026	|	Hieraciodes glabrum	|	species	|		|		|		|	
4238289	|	7336026	|	Hieraciodes macropus	|	species	|		|		|		|	
4238529	|	7336026	|	Hieraciodes chrysanthum	|	species	|		|		|		|	
4238219	|	7336026	|	Hieraciodes patulum	|	species	|		|		|		|	
4238537	|	7336026	|	Hieraciodes caulescens	|	species	|		|		|		|	
4238339	|	7336026	|	Hieraciodes keiskeanum	|	species	|		|		|		|	
4238465	|	7336026	|	Hieraciodes dioscoridis	|	species	|		|		|		|	
4238164	|	7336026	|	Hieraciodes rumicifolium	|	species	|		|		|		|	
4238430	|	7336026	|	Hieraciodes flexuosum	|	species	|		|		|		|	
4238126	|	7336026	|	Hieraciodes sibiricum	|	species	|		|		|		|	
4238547	|	7336026	|	Hieraciodes bursifolium	|	species	|		|		|		|	
4238121	|	7336026	|	Hieraciodes sibthorpianum	|	species	|		|		|		|	
4238041	|	7336026	|	Hieraciodes viscidulum	|	species	|		|		|		|	
4238525	|	7336026	|	Hieraciodes ciliatum	|	species	|		|		|		|	
4238082	|	7336026	|	Hieraciodes suffrenianum	|	species	|		|		|		|	
4238556	|	7336026	|	Hieraciodes bithynicum	|	species	|		|		|		|	
4238578	|	7336026	|	Hieraciodes armenum	|	species	|		|		|		|	
4238244	|	7336026	|	Hieraciodes occidentale	|	species	|		|		|		|	
4238371	|	7336026	|	Hieraciodes hookerianum	|	species	|		|		|		|	
4238224	|	7336026	|	Hieraciodes pannonicum	|	species	|		|		|		|	
4238563	|	7336026	|	Hieraciodes auriculifolium	|	species	|		|		|		|	
4238204	|	7336026	|	Hieraciodes pulchrum	|	species	|		|		|		|	
4238284	|	7336026	|	Hieraciodes marschallii	|	species	|		|		|		|	
4238593	|	7336026	|	Hieraciodes alpestre	|	species	|		|		|		|	
4238131	|	7336026	|	Hieraciodes setosum	|	species	|		|		|		|	
4238303	|	7336026	|	Hieraciodes loweanum	|	species	|		|		|		|	
4238268	|	7336026	|	Hieraciodes multicaule	|	species	|		|		|		|	
4238496	|	7336026	|	Hieraciodes corniculatum	|	species	|		|		|		|	
4238188	|	7336026	|	Hieraciodes pyrenaicum	|	species	|		|		|		|	
4238349	|	7336026	|	Hieraciodes intermedium	|	species	|		|		|		|	
4238573	|	7336026	|	Hieraciodes asperum	|	species	|		|		|		|	
4238217	|	7336026	|	Hieraciodes pinnatifidum	|	species	|		|		|		|	
4238298	|	7336026	|	Hieraciodes lyratum	|	species	|		|		|		|	
4238259	|	7336026	|	Hieraciodes nanum	|	species	|		|		|		|	
4238421	|	7336026	|	Hieraciodes foetidum	|	species	|		|		|		|	
4238462	|	7336026	|	Hieraciodes divaricatum	|	species	|		|		|		|	
4238148	|	7336026	|	Hieraciodes sahendi	|	species	|		|		|		|	
4238503	|	7336026	|	Hieraciodes conyzifolium	|	species	|		|		|		|	
4238190	|	7336026	|	Hieraciodes pygmaeum	|	species	|		|		|		|	
4238065	|	7336026	|	Hieraciodes tenuifolium	|	species	|		|		|		|	
4238566	|	7336026	|	Hieraciodes aureum	|	species	|		|		|		|	
4238559	|	7336026	|	Hieraciodes bellidifolium	|	species	|		|		|		|	
4238111	|	7336026	|	Hieraciodes smyrnaeum	|	species	|		|		|		|	
7335829	|	6070956	|	Lasiorrhiza	|	genus	|		|		|		|	
4206858	|	7335829	|	Lasiorhiza fragrans	|	species	|		|		|		|	
4206657	|	7335829	|	Lasiorrhiza conquimbensis	|	species	|		|		|		|	
4206830	|	7335829	|	Lasiorhiza laudbeckii	|	species	|		|		|		|	
4206688	|	7335829	|	Lasiorrhiza cerberoanii	|	species	|		|		|		|	
4206484	|	7335829	|	Lasiorrhiza leontopodiodes	|	species	|		|		|		|	
8626399	|	7335829	|	Lasiorrhiza congesta	|	species	|		|		|		|	
3098645	|	6070956	|	Tafalla	|	genus	|		|		|	barren	|	
6301637	|	6070956	|	Inuleae	|	no rank - terminal	|		|		|		|	
7336006	|	6070956	|	Eschenbachia	|	genus	|		|		|	barren	|	
3232260	|	6070956	|	Cosmophyllum	|	genus	|		|		|		|	
5705397	|	3232260	|	Cosmophyllum cacaliifolium	|	species	|		|		|		|	
7336599	|	6070956	|	Musteron	|	genus	|		|		|		|	
4217254	|	7336599	|	Musteron bellidifolum	|	species	|		|		|		|	
3686178	|	414	|	Alseuosmiaceae	|	family	|		|		|		|	
8406944	|	3686178	|	Periomphale	|	genus	|		|		|		|	
3686202	|	8406944	|	Periomphale balansae	|	species	|		|		|		|	
7278647	|	3686178	|	Platyspermation	|	genus	|		|		|		|	
3932891	|	7278647	|	Platyspermation crassifolium	|	species	|		|		|		|	
7326524	|	3686178	|	Alseuosmia	|	genus	|		|		|		|	
3686189	|	7326524	|	Alseuosmia atriplicifolia	|	species	|		|		|		|	
3686201	|	7326524	|	Alseuosmia macrophylla	|	species	|		|		|		|	
3686199	|	7326524	|	Alseuosmia turneri	|	species	|		|		|		|	
7326528	|	7326524	|	Alseuosmia banksii	|	species	|		|		|		|	
3686193	|	7326524	|	Alseuosmia ligustrifolia	|	species	|		|		|		|	
3686194	|	7326524	|	Alseuosmia palaeiformis	|	species	|		|		|		|	
3686181	|	7326524	|	Alseuosmia pusilla	|	species	|		|		|		|	
3686203	|	7326524	|	Alseuosmia quercifolia	|	species	|		|		|		|	
3686182	|	3686178	|	Crispiloba	|	genus	|		|		|		|	
3686195	|	3686182	|	Crispiloba disperma	|	species	|		|		|		|	
7326527	|	3686178	|	Wittsteinia	|	genus	|		|		|		|	
7959131	|	7326527	|	Wittsteinia vacciniacea	|	species	|		|		|		|	
3686208	|	7326527	|	Wittsteinia papuana	|	species	|		|		|		|	
3232097	|	414	|	Pentaphragmataceae	|	family	|		|		|		|	
3232098	|	3232097	|	Pentaphragma	|	genus	|		|		|		|	
5706258	|	3232098	|	Pentaphragma honbaense	|	species	|		|		|		|	
5706252	|	3232098	|	Pentaphragma combretiflorum	|	species	|		|		|		|	
7390343	|	3232098	|	Pentaphragma begoniifolium	|	species	|		|		|		|	
7721527	|	3232098	|	Pentaphragma aurantiacum	|	species	|		|		|		|	
5706257	|	3232098	|	Pentaphragma spicatum	|	species	|		|		|		|	
5706229	|	3232098	|	Pentaphragma spatulisepalum	|	species	|		|		|		|	
5706236	|	3232098	|	Pentaphragma acuminatum	|	species	|		|		|		|	
5706261	|	3232098	|	Pentaphragma lambirense	|	species	|		|		|		|	
5706234	|	3232098	|	Pentaphragma jaherii	|	species	|		|		|		|	
5706243	|	3232098	|	Pentaphragma grandiflorum	|	species	|		|		|		|	
5706248	|	3232098	|	Pentaphragma lanuginosum	|	species	|		|		|		|	
5706242	|	3232098	|	Pentaphragma sinense	|	species	|		|		|		|	
5706253	|	3232098	|	Pentaphragma prostratum	|	species	|		|		|		|	
5706245	|	3232098	|	Pentaphragma horsfieldii	|	species	|		|		|		|	
5706221	|	3232098	|	Pentaphragma albiflorum	|	species	|		|		|		|	
7311249	|	3232098	|	Pentaphragma ellipticum	|	species	|		|		|		|	
5706249	|	3232098	|	Pentaphragma mindanaense	|	species	|		|		|		|	
5706225	|	3232098	|	Pentaphragma cyrtandriforme	|	species	|		|		|		|	
5706233	|	3232098	|	Pentaphragma winitii	|	species	|		|		|		|	
5706239	|	3232098	|	Pentaphragma platyphyllum	|	species	|		|		|		|	
5706259	|	3232098	|	Pentaphragma tetrapetalum	|	species	|		|		|		|	
5706246	|	3232098	|	Pentaphragma viride	|	species	|		|		|		|	
5706222	|	3232098	|	Pentaphragma paucinerve	|	species	|		|		|		|	
