name	|	uid	|	type	|	uniqname	|	sourceinfo	|	
Rhynchopetalum montanum	|	5408326	|	synonym	|	Rhynchopetalum montanum (synonym for Lobelia rhynchopetalum)	|	gbif:5408326	|	
Tupa rhynchopetalum	|	5408326	|	synonym	|	Tupa rhynchopetalum (synonym for Lobelia rhynchopetalum)	|	gbif:5408326	|	
Lobelia rhynchopetalum subsp. callosomarginata	|	5408326	|	synonym	|	Lobelia rhynchopetalum subsp. callosomarginata (synonym for Lobelia rhynchopetalum)	|	gbif:5408326	|	
Tupa montana	|	5408326	|	synonym	|	Tupa montana (synonym for Lobelia rhynchopetalum)	|	gbif:5408326	|	
Tupa martagon	|	5409139	|	synonym	|	Tupa martagon (synonym for Lobelia martagon)	|	gbif:5409139	|	
Dortmanna martagon	|	5409139	|	synonym	|	Dortmanna martagon (synonym for Lobelia martagon)	|	gbif:5409139	|	
Lobelia hillebrandii var. monostachya	|	5408017	|	synonym	|	Lobelia hillebrandii var. monostachya (synonym for Lobelia monostachya)	|	gbif:5408017	|	
Neowimmeria monostachya	|	5408017	|	synonym	|	Neowimmeria monostachya (synonym for Lobelia monostachya)	|	gbif:5408017	|	
Lobelia douglasiana	|	3159068	|	synonym	|	Lobelia douglasiana (synonym for Lobelia stenophylla)	|	gbif:3159068	|	
Dortmanna stenophylla	|	3159068	|	synonym	|	Dortmanna stenophylla (synonym for Lobelia stenophylla)	|	gbif:3159068	|	
Laurentia radicans	|	5408181	|	synonym	|	Laurentia radicans (synonym for Lobelia dodiana)	|	gbif:5408181	|	
Lobelia dodiana var. radicans	|	5408181	|	synonym	|	Lobelia dodiana var. radicans (synonym for Lobelia dodiana)	|	gbif:5408181	|	
Lobelia shaferi var. obtusata	|	5408896	|	synonym	|	Lobelia shaferi var. obtusata (synonym for Lobelia shaferi)	|	gbif:5408896	|	
Lobelia obtusata	|	5408896	|	synonym	|	Lobelia obtusata (synonym for Lobelia shaferi)	|	gbif:5408896	|	
Lobelia nipensis	|	5408896	|	synonym	|	Lobelia nipensis (synonym for Lobelia shaferi)	|	gbif:5408896	|	
Lobelia shaferi var. nipensis	|	5408896	|	synonym	|	Lobelia shaferi var. nipensis (synonym for Lobelia shaferi)	|	gbif:5408896	|	
Dortmanna boykinii	|	5408626	|	synonym	|	Dortmanna boykinii (synonym for Lobelia boykinii)	|	gbif:5408626	|	
Lobelia veronicifolia	|	5408985	|	homotypic synonym	|	Lobelia veronicifolia (synonym for Lobelia tenera)	|	gbif:5408985	|	
Lobelia diversifolia	|	5408985	|	homotypic synonym	|	Lobelia diversifolia (synonym for Lobelia tenera)	|	gbif:5408985	|	
Lobelia polygalifolia	|	5408985	|	homotypic synonym	|	Lobelia polygalifolia (synonym for Lobelia tenera)	|	gbif:5408985	|	
Lobelia rupestris	|	5408985	|	synonym	|	Lobelia rupestris (synonym for Lobelia tenera)	|	gbif:5408985	|	
Lobelia veronicifolia	|	5408985	|	synonym	|	Lobelia veronicifolia (synonym for Lobelia tenera)	|	gbif:5408985	|	
Lobelia tenera var. belladonna	|	5408985	|	synonym	|	Lobelia tenera var. belladonna (synonym for Lobelia tenera)	|	gbif:5408985	|	
Lobelia polygalifolia	|	5408985	|	synonym	|	Lobelia polygalifolia (synonym for Lobelia tenera)	|	gbif:5408985	|	
Lobelia weberbaueri	|	5408985	|	synonym	|	Lobelia weberbaueri (synonym for Lobelia tenera)	|	gbif:5408985	|	
Lobelia tenera var. tenuicaulis	|	5408985	|	synonym	|	Lobelia tenera var. tenuicaulis (synonym for Lobelia tenera)	|	gbif:5408985	|	
Lobelia subpubera var. weberbaueri	|	5408985	|	synonym	|	Lobelia subpubera var. weberbaueri (synonym for Lobelia tenera)	|	gbif:5408985	|	
Rapuntium veronicifolium	|	5408985	|	synonym	|	Rapuntium veronicifolium (synonym for Lobelia tenera)	|	gbif:5408985	|	
Rapuntium rupestre	|	5408985	|	synonym	|	Rapuntium rupestre (synonym for Lobelia tenera)	|	gbif:5408985	|	
Rapuntium tenerum	|	5408985	|	synonym	|	Rapuntium tenerum (synonym for Lobelia tenera)	|	gbif:5408985	|	
Dortmanna diversifolia	|	5408985	|	synonym	|	Dortmanna diversifolia (synonym for Lobelia tenera)	|	gbif:5408985	|	
Dortmanna tenera	|	5408985	|	synonym	|	Dortmanna tenera (synonym for Lobelia tenera)	|	gbif:5408985	|	
Dortmanna rupestris	|	5408985	|	synonym	|	Dortmanna rupestris (synonym for Lobelia tenera)	|	gbif:5408985	|	
Pratia archboldiana	|	5409147	|	synonym	|	Pratia archboldiana (synonym for Lobelia archboldiana)	|	gbif:5409147	|	
Lobelia angustifolia	|	5408235	|	synonym	|	Lobelia angustifolia (synonym for Lobelia anceps)	|	gbif:5408235	|	
Lobelia rupincola	|	5408235	|	homotypic synonym	|	Lobelia rupincola (synonym for Lobelia anceps)	|	gbif:5408235	|	
Lobelia anceps var. vagans	|	5408235	|	synonym	|	Lobelia anceps var. vagans (synonym for Lobelia anceps)	|	gbif:5408235	|	
Lobelia rhizophyta	|	5408235	|	synonym	|	Lobelia rhizophyta (synonym for Lobelia anceps)	|	gbif:5408235	|	
Lobelia repens	|	5408235	|	synonym	|	Lobelia repens (synonym for Lobelia anceps)	|	gbif:5408235	|	
Lobelia alata var. angustifolia	|	5408235	|	synonym	|	Lobelia alata var. angustifolia (synonym for Lobelia anceps)	|	gbif:5408235	|	
Lobelia rupincola	|	5408235	|	synonym	|	Lobelia rupincola (synonym for Lobelia anceps)	|	gbif:5408235	|	
Lobelia erecta de	|	5408235	|	synonym	|	Lobelia erecta de (synonym for Lobelia anceps)	|	gbif:5408235	|	
Lobelia ottoniana	|	5408235	|	synonym	|	Lobelia ottoniana (synonym for Lobelia anceps)	|	gbif:5408235	|	
Lobelia alata var. ottoniana	|	5408235	|	synonym	|	Lobelia alata var. ottoniana (synonym for Lobelia anceps)	|	gbif:5408235	|	
Lobelia alata var. longisepala	|	5408235	|	synonym	|	Lobelia alata var. longisepala (synonym for Lobelia anceps)	|	gbif:5408235	|	
Lobelia alata var. stolonifera	|	5408235	|	synonym	|	Lobelia alata var. stolonifera (synonym for Lobelia anceps)	|	gbif:5408235	|	
Lobelia saxicola de	|	5408235	|	synonym	|	Lobelia saxicola de (synonym for Lobelia anceps)	|	gbif:5408235	|	
Lobelia uncinata de	|	5408235	|	synonym	|	Lobelia uncinata de (synonym for Lobelia anceps)	|	gbif:5408235	|	
Lobelia alata var. minor	|	5408235	|	synonym	|	Lobelia alata var. minor (synonym for Lobelia anceps)	|	gbif:5408235	|	
Lobelia anceps var. alata	|	5408235	|	synonym	|	Lobelia anceps var. alata (synonym for Lobelia anceps)	|	gbif:5408235	|	
Lobelia alata var. rudatisii	|	5408235	|	synonym	|	Lobelia alata var. rudatisii (synonym for Lobelia anceps)	|	gbif:5408235	|	
Lobelia rudatisii	|	5408235	|	synonym	|	Lobelia rudatisii (synonym for Lobelia anceps)	|	gbif:5408235	|	
Lobelia alata	|	5408235	|	synonym	|	Lobelia alata (synonym for Lobelia anceps)	|	gbif:5408235	|	
Laurentia repens	|	5408235	|	synonym	|	Laurentia repens (synonym for Lobelia anceps)	|	gbif:5408235	|	
Lobelia alata var. cuneiformis	|	5408235	|	synonym	|	Lobelia alata var. cuneiformis (synonym for Lobelia anceps)	|	gbif:5408235	|	
Lobelia anceps var. cuneiformis	|	5408235	|	synonym	|	Lobelia anceps var. cuneiformis (synonym for Lobelia anceps)	|	gbif:5408235	|	
Lobelia anceps var. minor	|	5408235	|	synonym	|	Lobelia anceps var. minor (synonym for Lobelia anceps)	|	gbif:5408235	|	
Lobelia longiracemosa	|	5408235	|	synonym	|	Lobelia longiracemosa (synonym for Lobelia anceps)	|	gbif:5408235	|	
Lobelia cuneiformis	|	5408235	|	heterotypic synonym	|	Lobelia cuneiformis (synonym for Lobelia anceps)	|	gbif:5408235	|	
Enchysia repens	|	5408235	|	synonym	|	Enchysia repens (synonym for Lobelia anceps)	|	gbif:5408235	|	
Dobrowskya anceps	|	5408235	|	synonym	|	Dobrowskya anceps (synonym for Lobelia anceps)	|	gbif:5408235	|	
Rapuntium alatum	|	5408235	|	synonym	|	Rapuntium alatum (synonym for Lobelia anceps)	|	gbif:5408235	|	
Lobelia pubescens	|	5408235	|	synonym	|	Lobelia pubescens (synonym for Lobelia anceps)	|	gbif:5408235	|	
Rapuntium ottonianum	|	5408235	|	synonym	|	Rapuntium ottonianum (synonym for Lobelia anceps)	|	gbif:5408235	|	
Rapuntium cuneiforme	|	5408235	|	synonym	|	Rapuntium cuneiforme (synonym for Lobelia anceps)	|	gbif:5408235	|	
Lobelia decumbens	|	5408235	|	synonym	|	Lobelia decumbens (synonym for Lobelia anceps)	|	gbif:5408235	|	
Dortmanna anceps	|	5408235	|	synonym	|	Dortmanna anceps (synonym for Lobelia anceps)	|	gbif:5408235	|	
Lobelia stricta de	|	5408235	|	synonym	|	Lobelia stricta de (synonym for Lobelia anceps)	|	gbif:5408235	|	
Rapuntium anceps	|	5408235	|	synonym	|	Rapuntium anceps (synonym for Lobelia anceps)	|	gbif:5408235	|	
Galeatella gaudichaudii	|	3159516	|	synonym	|	Galeatella gaudichaudii (synonym for Lobelia gaudichaudii)	|	gbif:3159516	|	
Dortmanna gaudichaudii	|	3159516	|	synonym	|	Dortmanna gaudichaudii (synonym for Lobelia gaudichaudii)	|	gbif:3159516	|	
Lobelia gaudichaudii var. coccinea	|	3159516	|	synonym	|	Lobelia gaudichaudii var. coccinea (synonym for Lobelia gaudichaudii)	|	gbif:3159516	|	
Dortmanna sonderiana	|	5408938	|	synonym	|	Dortmanna sonderiana (synonym for Lobelia sonderiana)	|	gbif:5408938	|	
Lobelia angolensis	|	5408938	|	synonym	|	Lobelia angolensis (synonym for Lobelia sonderiana)	|	gbif:5408938	|	
Lobelia sonderi	|	5408938	|	synonym	|	Lobelia sonderi (synonym for Lobelia sonderiana)	|	gbif:5408938	|	
Lobelia seineri	|	5408938	|	synonym	|	Lobelia seineri (synonym for Lobelia sonderiana)	|	gbif:5408938	|	
Lobelia depressa var. seineri	|	5408938	|	synonym	|	Lobelia depressa var. seineri (synonym for Lobelia sonderiana)	|	gbif:5408938	|	
Lobelia dekindtiana	|	5408938	|	synonym	|	Lobelia dekindtiana (synonym for Lobelia sonderiana)	|	gbif:5408938	|	
Lobelia lythroides	|	5408938	|	synonym	|	Lobelia lythroides (synonym for Lobelia sonderiana)	|	gbif:5408938	|	
Lobelia depressa var. dregeana	|	5408938	|	synonym	|	Lobelia depressa var. dregeana (synonym for Lobelia sonderiana)	|	gbif:5408938	|	
Lobelia depressa var. linearifolia	|	5408938	|	synonym	|	Lobelia depressa var. linearifolia (synonym for Lobelia sonderiana)	|	gbif:5408938	|	
Lobelia tsotsorogensis	|	5408938	|	synonym	|	Lobelia tsotsorogensis (synonym for Lobelia sonderiana)	|	gbif:5408938	|	
Mezleria dregeana	|	5408938	|	synonym	|	Mezleria dregeana (synonym for Lobelia sonderiana)	|	gbif:5408938	|	
Lobelia minutidentata	|	5408938	|	synonym	|	Lobelia minutidentata (synonym for Lobelia sonderiana)	|	gbif:5408938	|	
Mezleria depressa	|	5408938	|	synonym	|	Mezleria depressa (synonym for Lobelia sonderiana)	|	gbif:5408938	|	
Rapuntium coloratum	|	5408475	|	proparte synonym	|	Rapuntium coloratum (synonym for Lobelia amoena)	|	gbif:5408475	|	
Lobelia colorata	|	5408475	|	synonym	|	Lobelia colorata (synonym for Lobelia amoena)	|	gbif:5408475	|	
Lobelia hortensis	|	5408475	|	synonym	|	Lobelia hortensis (synonym for Lobelia amoena)	|	gbif:5408475	|	
Dortmanna amoena	|	5408475	|	synonym	|	Dortmanna amoena (synonym for Lobelia amoena)	|	gbif:5408475	|	
Rapuntium amoenum	|	5408475	|	synonym	|	Rapuntium amoenum (synonym for Lobelia amoena)	|	gbif:5408475	|	
Rapuntium corymbosum var. longifolium	|	5409141	|	synonym	|	Rapuntium corymbosum var. longifolium (synonym for Lobelia jasionoides)	|	gbif:5409141	|	
Lobelia corymbosa	|	5409141	|	homotypic synonym	|	Lobelia corymbosa (synonym for Lobelia jasionoides)	|	gbif:5409141	|	
Lobelia goodii	|	5409141	|	synonym	|	Lobelia goodii (synonym for Lobelia jasionoides)	|	gbif:5409141	|	
Lobelia jasionoides var. sparsiflora	|	5409141	|	synonym	|	Lobelia jasionoides var. sparsiflora (synonym for Lobelia jasionoides)	|	gbif:5409141	|	
Monopsis corymbosa	|	5409141	|	synonym	|	Monopsis corymbosa (synonym for Lobelia jasionoides)	|	gbif:5409141	|	
Lobelia spathulata	|	5409141	|	heterotypic synonym	|	Lobelia spathulata (synonym for Lobelia jasionoides)	|	gbif:5409141	|	
Dortmanna corymbosa	|	5409141	|	synonym	|	Dortmanna corymbosa (synonym for Lobelia jasionoides)	|	gbif:5409141	|	
Isolobus corymbosus	|	5409141	|	synonym	|	Isolobus corymbosus (synonym for Lobelia jasionoides)	|	gbif:5409141	|	
Rapuntium corymbosum	|	5409141	|	synonym	|	Rapuntium corymbosum (synonym for Lobelia jasionoides)	|	gbif:5409141	|	
Monopsis corymbosa var. pedicellata	|	5409141	|	synonym	|	Monopsis corymbosa var. pedicellata (synonym for Lobelia jasionoides)	|	gbif:5409141	|	
Isolobus corymbosus var. jasionoides	|	5409141	|	synonym	|	Isolobus corymbosus var. jasionoides (synonym for Lobelia jasionoides)	|	gbif:5409141	|	
Isolobus corymbosus var. sparsiflorus	|	5409141	|	synonym	|	Isolobus corymbosus var. sparsiflorus (synonym for Lobelia jasionoides)	|	gbif:5409141	|	
Isolobus ecklonianus var. spathulatus	|	5409141	|	synonym	|	Isolobus ecklonianus var. spathulatus (synonym for Lobelia jasionoides)	|	gbif:5409141	|	
Isolobus jasionoides	|	5409141	|	synonym	|	Isolobus jasionoides (synonym for Lobelia jasionoides)	|	gbif:5409141	|	
Pratia corymbosa	|	5409141	|	synonym	|	Pratia corymbosa (synonym for Lobelia jasionoides)	|	gbif:5409141	|	
Lobelia corymbosa	|	5409141	|	synonym	|	Lobelia corymbosa (synonym for Lobelia jasionoides)	|	gbif:5409141	|	
Dortmanna yuccoides	|	5408937	|	synonym	|	Dortmanna yuccoides (synonym for Lobelia yuccoides)	|	gbif:5408937	|	
Neowimmeria yuccoides	|	5408937	|	synonym	|	Neowimmeria yuccoides (synonym for Lobelia yuccoides)	|	gbif:5408937	|	
Galeatella gaudichaudii var. koolauensis	|	5407871	|	synonym	|	Galeatella gaudichaudii var. koolauensis (synonym for Lobelia koolauensis)	|	gbif:5407871	|	
Lobelia gaudichaudii var. koolauensis	|	5407871	|	synonym	|	Lobelia gaudichaudii var. koolauensis (synonym for Lobelia koolauensis)	|	gbif:5407871	|	
Lobelia gaudichaudii subsp. koolauensis	|	5407871	|	synonym	|	Lobelia gaudichaudii subsp. koolauensis (synonym for Lobelia koolauensis)	|	gbif:5407871	|	
Rapuntium glandulosum	|	5408793	|	synonym	|	Rapuntium glandulosum (synonym for Lobelia glandulosa)	|	gbif:5408793	|	
Lobelia glandulosa var. laevicalyx	|	5408793	|	synonym	|	Lobelia glandulosa var. laevicalyx (synonym for Lobelia glandulosa)	|	gbif:5408793	|	
Lobelia crassiuscula	|	5408793	|	synonym	|	Lobelia crassiuscula (synonym for Lobelia glandulosa)	|	gbif:5408793	|	
Dortmanna glandulosa	|	5408793	|	synonym	|	Dortmanna glandulosa (synonym for Lobelia glandulosa)	|	gbif:5408793	|	
Lobelia puberula var. glabella	|	5408793	|	synonym	|	Lobelia puberula var. glabella (synonym for Lobelia glandulosa)	|	gbif:5408793	|	
Lobelia esterhuyseniae	|	5408265	|	synonym	|	Lobelia esterhuyseniae (synonym for Lobelia comptonii)	|	gbif:5408265	|	
Lobelia amoena var. obtusata	|	5408226	|	synonym	|	Lobelia amoena var. obtusata (synonym for Lobelia georgiana)	|	gbif:5408226	|	
Lobelia georgiana f. subhirta	|	5408226	|	synonym	|	Lobelia georgiana f. subhirta (synonym for Lobelia georgiana)	|	gbif:5408226	|	
Lobelia amoena var. glandulifera	|	5408226	|	synonym	|	Lobelia amoena var. glandulifera (synonym for Lobelia georgiana)	|	gbif:5408226	|	
Lobelia amoena f. obtusata	|	5408226	|	synonym	|	Lobelia amoena f. obtusata (synonym for Lobelia georgiana)	|	gbif:5408226	|	
Lobelia glandulifera	|	5408226	|	heterotypic synonym	|	Lobelia glandulifera (synonym for Lobelia georgiana)	|	gbif:5408226	|	
Dortmanna membranacea	|	5408362	|	synonym	|	Dortmanna membranacea (synonym for Lobelia membranacea)	|	gbif:5408362	|	
Rapuntium membranaceum	|	5408362	|	synonym	|	Rapuntium membranaceum (synonym for Lobelia membranacea)	|	gbif:5408362	|	
Tupa acuminata	|	5408500	|	synonym	|	Tupa acuminata (synonym for Lobelia acuminata)	|	gbif:5408500	|	
Lobelia alexia	|	5408500	|	synonym	|	Lobelia alexia (synonym for Lobelia acuminata)	|	gbif:5408500	|	
Dortmanna acuminata	|	5408500	|	synonym	|	Dortmanna acuminata (synonym for Lobelia acuminata)	|	gbif:5408500	|	
Pratia acuminata	|	5408500	|	synonym	|	Pratia acuminata (synonym for Lobelia acuminata)	|	gbif:5408500	|	
Siphocampylus acuminatus	|	5408500	|	synonym	|	Siphocampylus acuminatus (synonym for Lobelia acuminata)	|	gbif:5408500	|	
Rapuntium acuminatum	|	5408500	|	synonym	|	Rapuntium acuminatum (synonym for Lobelia acuminata)	|	gbif:5408500	|	
Dortmanna pratioides	|	5407864	|	synonym	|	Dortmanna pratioides (synonym for Lobelia pratioides)	|	gbif:5407864	|	
Dortmanna dentata	|	5408506	|	synonym	|	Dortmanna dentata (synonym for Lobelia dentata)	|	gbif:5408506	|	
Rapuntium dentatum	|	5408506	|	synonym	|	Rapuntium dentatum (synonym for Lobelia dentata)	|	gbif:5408506	|	
Heterotoma flexuosa	|	5408868	|	synonym	|	Heterotoma flexuosa (synonym for Lobelia flexuosa)	|	gbif:5408868	|	
Calcaratolobelia flexuosa	|	5408868	|	synonym	|	Calcaratolobelia flexuosa (synonym for Lobelia flexuosa)	|	gbif:5408868	|	
Dortmanna mexicana	|	5408868	|	synonym	|	Dortmanna mexicana (synonym for Lobelia flexuosa)	|	gbif:5408868	|	
Rapuntium flexuosum	|	5408868	|	proparte synonym	|	Rapuntium flexuosum (synonym for Lobelia flexuosa)	|	gbif:5408868	|	
Galeatella gloria-montis	|	5408563	|	synonym	|	Galeatella gloria-montis (synonym for Lobelia gloria-montis)	|	gbif:5408563	|	
Lobelia gaudichaudii var. gloria-montis	|	5408563	|	synonym	|	Lobelia gaudichaudii var. gloria-montis (synonym for Lobelia gloria-montis)	|	gbif:5408563	|	
Lobelia dichotoma var. pilosella	|	5408412	|	synonym	|	Lobelia dichotoma var. pilosella (synonym for Lobelia reinwardtiana)	|	gbif:5408412	|	
Lobelia dichotoma var. aligera	|	5408412	|	synonym	|	Lobelia dichotoma var. aligera (synonym for Lobelia reinwardtiana)	|	gbif:5408412	|	
Lobelia dichotoma	|	5408412	|	synonym	|	Lobelia dichotoma (synonym for Lobelia reinwardtiana)	|	gbif:5408412	|	
Lobelia zeylanica var. aligera	|	5408412	|	synonym	|	Lobelia zeylanica var. aligera (synonym for Lobelia reinwardtiana)	|	gbif:5408412	|	
Dortmanna reinwardtiana	|	5408412	|	synonym	|	Dortmanna reinwardtiana (synonym for Lobelia reinwardtiana)	|	gbif:5408412	|	
Lobelia aligera	|	5408412	|	synonym	|	Lobelia aligera (synonym for Lobelia reinwardtiana)	|	gbif:5408412	|	
Rapuntium reinwardtianum	|	5408412	|	synonym	|	Rapuntium reinwardtianum (synonym for Lobelia reinwardtiana)	|	gbif:5408412	|	
Lobelia turckheimii	|	5408884	|	synonym	|	Lobelia turckheimii (synonym for Lobelia salicina)	|	gbif:5408884	|	
Lobelia ensifolia	|	5408884	|	synonym	|	Lobelia ensifolia (synonym for Lobelia salicina)	|	gbif:5408884	|	
Lobelia salicina var. brachyantha	|	5408884	|	synonym	|	Lobelia salicina var. brachyantha (synonym for Lobelia salicina)	|	gbif:5408884	|	
Tupa ensifolia	|	5408884	|	synonym	|	Tupa ensifolia (synonym for Lobelia salicina)	|	gbif:5408884	|	
Lobelia salicina subsp. brachyantha	|	5408884	|	synonym	|	Lobelia salicina subsp. brachyantha (synonym for Lobelia salicina)	|	gbif:5408884	|	
Dortmanna ensifolia	|	5408884	|	synonym	|	Dortmanna ensifolia (synonym for Lobelia salicina)	|	gbif:5408884	|	
Pratia repens	|	5408786	|	synonym	|	Pratia repens (synonym for Lobelia pratiana)	|	gbif:5408786	|	
Pratia repens var. urvilleana	|	5408786	|	synonym	|	Pratia repens var. urvilleana (synonym for Lobelia pratiana)	|	gbif:5408786	|	
Heterotoma cordifolia var. tenella	|	5408588	|	synonym	|	Heterotoma cordifolia var. tenella (synonym for Lobelia volcanica)	|	gbif:5408588	|	
Heterotoma tenella	|	5408588	|	synonym	|	Heterotoma tenella (synonym for Lobelia volcanica)	|	gbif:5408588	|	
Calcaratolobelia tenella	|	5408588	|	synonym	|	Calcaratolobelia tenella (synonym for Lobelia volcanica)	|	gbif:5408588	|	
Lobelia heyneana var. intercedens	|	5407911	|	synonym	|	Lobelia heyneana var. intercedens (synonym for Lobelia intercedens)	|	gbif:5407911	|	
Pratia fawcettii	|	5408670	|	synonym	|	Pratia fawcettii (synonym for Lobelia fawcettii)	|	gbif:5408670	|	
Dortmanna rhytidosperma	|	5408365	|	synonym	|	Dortmanna rhytidosperma (synonym for Lobelia rhytidosperma)	|	gbif:5408365	|	
Isotoma rhytidosperma	|	5408365	|	synonym	|	Isotoma rhytidosperma (synonym for Lobelia rhytidosperma)	|	gbif:5408365	|	
Siphocampylus cordatus	|	7363793	|	homotypic synonym	|	Siphocampylus cordatus (synonym for Lobelia cordata)	|	gbif:7363793	|	
Colensoa physaloides	|	5407831	|	synonym	|	Colensoa physaloides (synonym for Lobelia physaloides)	|	gbif:5407831	|	
Pratia physaloides	|	5407831	|	synonym	|	Pratia physaloides (synonym for Lobelia physaloides)	|	gbif:5407831	|	
Pratia prostrata	|	5408490	|	synonym	|	Pratia prostrata (synonym for Lobelia australiensis)	|	gbif:5408490	|	
Rapuntium ovatum	|	5409116	|	proparte synonym	|	Rapuntium ovatum (synonym for Lobelia cuneifolia)	|	gbif:5409116	|	
Rapuntium ovatum var. hirsutum	|	5409116	|	synonym	|	Rapuntium ovatum var. hirsutum (synonym for Lobelia cuneifolia)	|	gbif:5409116	|	
Lobelia cuneifolia var. hirsutum	|	5409116	|	synonym	|	Lobelia cuneifolia var. hirsutum (synonym for Lobelia cuneifolia)	|	gbif:5409116	|	
Lobelia cuneifolia var. ananda	|	5409116	|	synonym	|	Lobelia cuneifolia var. ananda (synonym for Lobelia cuneifolia)	|	gbif:5409116	|	
Lobelia sylvatica	|	5409116	|	synonym	|	Lobelia sylvatica (synonym for Lobelia cuneifolia)	|	gbif:5409116	|	
Lobelia pilosa	|	5409116	|	heterotypic synonym	|	Lobelia pilosa (synonym for Lobelia cuneifolia)	|	gbif:5409116	|	
Lobelia hederacea	|	5409116	|	synonym	|	Lobelia hederacea (synonym for Lobelia cuneifolia)	|	gbif:5409116	|	
Dortmanna neriifolia	|	5408703	|	synonym	|	Dortmanna neriifolia (synonym for Lobelia grayana)	|	gbif:5408703	|	
Neowimmeria grayana	|	5408703	|	synonym	|	Neowimmeria grayana (synonym for Lobelia grayana)	|	gbif:5408703	|	
Lobelia neriifolia	|	5408703	|	synonym	|	Lobelia neriifolia (synonym for Lobelia grayana)	|	gbif:5408703	|	
Lobelia stolzii	|	5409079	|	synonym	|	Lobelia stolzii (synonym for Lobelia welwitschii)	|	gbif:5409079	|	
Lobelia welwitschii var. albiflora	|	5409079	|	synonym	|	Lobelia welwitschii var. albiflora (synonym for Lobelia welwitschii)	|	gbif:5409079	|	
Lobelia discolor	|	5408233	|	synonym	|	Lobelia discolor (synonym for Lobelia subnuda)	|	gbif:5408233	|	
Dortmanna subnuda	|	5408233	|	synonym	|	Dortmanna subnuda (synonym for Lobelia subnuda)	|	gbif:5408233	|	
Tupa caudata	|	5408732	|	synonym	|	Tupa caudata (synonym for Lobelia caudata)	|	gbif:5408732	|	
Dortmanna caudata	|	5408732	|	synonym	|	Dortmanna caudata (synonym for Lobelia caudata)	|	gbif:5408732	|	
Dortmanna berlandieri	|	5409183	|	synonym	|	Dortmanna berlandieri (synonym for Lobelia berlandieri)	|	gbif:5409183	|	
Lobelia calcarea	|	5409183	|	synonym	|	Lobelia calcarea (synonym for Lobelia berlandieri)	|	gbif:5409183	|	
Lobelia baoulensis	|	5408598	|	synonym	|	Lobelia baoulensis (synonym for Lobelia djurensis)	|	gbif:5408598	|	
Lobelia wollastonii var. scaettana	|	5409050	|	synonym	|	Lobelia wollastonii var. scaettana (synonym for Lobelia wollastonii)	|	gbif:5409050	|	
Rapuntium reniforme	|	5408440	|	synonym	|	Rapuntium reniforme (synonym for Lobelia reniformis)	|	gbif:5408440	|	
Pratia reniformis	|	5408440	|	synonym	|	Pratia reniformis (synonym for Lobelia reniformis)	|	gbif:5408440	|	
Lobelia krookii	|	5409180	|	synonym	|	Lobelia krookii (synonym for Lobelia laxa)	|	gbif:5409180	|	
Lobelia tysonii	|	5409180	|	synonym	|	Lobelia tysonii (synonym for Lobelia laxa)	|	gbif:5409180	|	
Lobelia glaucoleuca	|	5408821	|	synonym	|	Lobelia glaucoleuca (synonym for Lobelia setacea)	|	gbif:5408821	|	
Dortmanna setacea	|	5408821	|	synonym	|	Dortmanna setacea (synonym for Lobelia setacea)	|	gbif:5408821	|	
Lobelia nematophylla	|	5408821	|	homotypic synonym	|	Lobelia nematophylla (synonym for Lobelia setacea)	|	gbif:5408821	|	
Lobelia nematophylla	|	5408821	|	synonym	|	Lobelia nematophylla (synonym for Lobelia setacea)	|	gbif:5408821	|	
Lobelia setacea var. parviflora	|	5408821	|	synonym	|	Lobelia setacea var. parviflora (synonym for Lobelia setacea)	|	gbif:5408821	|	
Rapuntium setaceum	|	5408821	|	synonym	|	Rapuntium setaceum (synonym for Lobelia setacea)	|	gbif:5408821	|	
Pratia puberula	|	5407956	|	synonym	|	Pratia puberula (synonym for Lobelia benthamii)	|	gbif:5407956	|	
Pratia puberula f. arguta	|	5407956	|	synonym	|	Pratia puberula f. arguta (synonym for Lobelia benthamii)	|	gbif:5407956	|	
Pratia puberula f. puberula	|	5407956	|	synonym	|	Pratia puberula f. puberula (synonym for Lobelia benthamii)	|	gbif:5407956	|	
Lobelia galpinii var. detonsa	|	5409214	|	synonym	|	Lobelia galpinii var. detonsa (synonym for Lobelia galpinii)	|	gbif:5409214	|	
Lobelia aquatica	|	5409214	|	synonym	|	Lobelia aquatica (synonym for Lobelia galpinii)	|	gbif:5409214	|	
Lobelia tibetica	|	5409056	|	synonym	|	Lobelia tibetica (synonym for Lobelia davidii)	|	gbif:5409056	|	
Lobelia dolichothyrsa	|	5409056	|	synonym	|	Lobelia dolichothyrsa (synonym for Lobelia davidii)	|	gbif:5409056	|	
Lobelia davidii var. dolichothyrsa	|	5409056	|	synonym	|	Lobelia davidii var. dolichothyrsa (synonym for Lobelia davidii)	|	gbif:5409056	|	
Lobelia davidii var. sichuanensis	|	5409056	|	synonym	|	Lobelia davidii var. sichuanensis (synonym for Lobelia davidii)	|	gbif:5409056	|	
Lobelia davidii var. glaberrima	|	5409056	|	synonym	|	Lobelia davidii var. glaberrima (synonym for Lobelia davidii)	|	gbif:5409056	|	
Lobelia davidii var. kwangsiensis	|	5409056	|	synonym	|	Lobelia davidii var. kwangsiensis (synonym for Lobelia davidii)	|	gbif:5409056	|	
